"istart","istop","cstart","cstop","tstart","tstop","ed_rec","ed_rec_err","ampl_rec","dur","total_n_valid_data_points","ID","qcs","tstamp","dur_detrend","real"
3490,3498,529883,529893,1963.40714949854,1963.42103835215,67.440912057413,2.85032134659182,0.095006601044609,0.01388885360393,13789,20305594,24,"01_12_2021_17_04_07",15.536543706,1
7476,7496,516449,516469,1944.7487219476,1944.77650009868,85.7849509124874,3.61702095905618,0.112134822406487,0.027778151083794,14701,20305594,23,"01_12_2021_17_04_09",16.050938224,1
473,477,506203,506207,1930.51786632969,1930.52342203394,32.017041694058,1.37977041863004,0.116268955257716,0.005555704257176,14701,20305594,23,"01_12_2021_17_04_09",16.050938224,1
6188,6192,532637,532641,1967.23213463008,1967.23769015522,36.3645629970165,1.40387405777588,0.167029233864342,0.005555525141972,13789,20305594,24,"01_12_2021_17_04_07",15.536543706,1
5806,5812,490406,490412,1908.57873111071,1908.58706460674,33.9797342282051,2.97401579014424,0.064920811765325,0.008333496026353,16041,22007699,22,"01_12_2021_17_03_19",15.915830067,0
9573,9576,522195,522198,1952.72980549334,1952.7339720639,14.767725686424,1.46614371694407,0.052598036035615,0.004166570565758,11114,22819191,23,"01_12_2021_17_03_34",15.393491778,1
9502,9509,522123,522130,1952.6298077958,1952.63952979472,39.8232085921942,2.51597325801267,0.102894266083153,0.009721998918849,11114,22819191,23,"01_12_2021_17_03_34",15.393491778,1
3958,3963,512044,512049,1938.63142589467,1938.63837029001,46.1974687672583,1.83064963262938,0.135936383252944,0.006944395337541,11114,22819191,23,"01_12_2021_17_03_34",15.393491778,1
6640,6657,519236,519253,1948.62016797576,1948.6437786522,305.673373010072,2.99017877511156,0.567870892198154,0.023610676436874,11114,22819191,23,"01_12_2021_17_03_34",15.393491778,1
13638,13642,811221,811225,2354.15661584457,2354.16217143724,11.5566850957305,1.41672593391888,0.025309027070702,0.00555559266968,18244,23997017,38,"01_12_2021_17_00_01",22.129574816,1
10678,10683,808254,808259,2350.0357462712,2350.04269078846,19.1881645981156,1.3824311346516,0.0603394393875,0.006944517263491,18244,23997017,38,"01_12_2021_17_00_01",22.129574816,1
305,309,797159,797163,2334.62563786296,2334.63119360324,29.7066677480873,1.32846378140738,0.095794782560344,0.005555740284763,18244,23997017,38,"01_12_2021_17_00_01",22.129574816,1
13199,13210,810775,810786,2353.53716702474,2353.55244491541,61.0925951807807,1.87318537687942,0.165622012816737,0.015277890664947,18244,23997017,38,"01_12_2021_17_00_01",22.129574816,1
11248,11298,808824,808874,2350.82742105983,2350.89686619614,335.369925149689,1.42961352939603,0.20628812901362,0.069445136301511,18244,23997017,38,"01_12_2021_17_00_01",22.129574816,1
1931,1934,565573,565576,2012.97649085236,2012.98065758464,51.9624390764719,6.99300528896091,0.162563394810967,0.004166732282101,16933,24113425,26,"01_12_2021_17_08_37",16.814892377,0
5535,5542,512910,512918,1939.83390266231,1939.84501376884,26.9079942910536,2.0535813785546,0.039518450111358,0.011111106532781,12461,27322306,23,"01_12_2021_17_03_47",15.48253986,1
3740,3745,371831,371836,1743.88364172801,1743.89058606618,13.0879734547845,1.16673609526088,0.044333928668716,0.00694433817398,14860,27322306,16,"01_12_2021_17_03_39",16.961782597,1
2020,2028,370108,370116,1741.49062666782,1741.50173757206,20.5247718447516,1.08603752291954,0.049392645501959,0.01111090424547,14860,27322306,16,"01_12_2021_17_03_39",16.961782597,1
667,674,507364,507371,1932.13109028396,1932.14081258463,23.6632623638388,1.41679883557491,0.056484335163636,0.009722300667818,12461,27322306,23,"01_12_2021_17_03_47",15.48253986,1
7542,7546,518787,518791,1947.99634875709,1948.00190426391,23.0903198689946,1.27131122072461,0.080635868738293,0.005555506816108,12461,27322306,23,"01_12_2021_17_03_47",15.48253986,1
3269,3273,371360,371364,1743.22948535726,1743.235040823,21.5245997353092,1.00131650881996,0.080794827865981,0.005555465743782,14860,27322306,16,"01_12_2021_17_03_39",16.961782597,1
9293,9298,379500,379505,1754.53491702123,1754.54186143158,22.8394892533978,1.20623801632409,0.082424398517636,0.006944410351935,14860,27322306,16,"01_12_2021_17_03_39",16.961782597,1
1359,1370,369441,369452,1740.56425570408,1740.57953317463,49.3877051307674,1.37065156364352,0.133428369054755,0.015277470549336,14860,27322306,16,"01_12_2021_17_03_39",16.961782597,1
,,,,,,,,,,16933,27858644,26,"01_12_2021_17_08_45",16.194781044,
15199,15209,480670,480680,1895.05706215246,1895.07095055755,73.278593085185,5.3809129742281,0.089464107101412,0.013888405095941,17150,29169063,21,"01_12_2021_17_02_24",17.615689988,1
15134,15184,480605,480655,1894.96678751002,1895.03622954388,896.178142714537,4.38476805316915,0.340456691782018,0.06944203386297,17150,29169063,21,"01_12_2021_17_02_24",17.615689988,1
9708,9713,651423,651428,2132.20991176939,2132.21685612733,15.0332447294658,1.9345008561904,0.032983597632118,0.006944357936845,16582,29780677,30,"01_12_2021_16_52_38",18.429467266,1
5796,5803,645488,645495,2123.96695872456,2123.97668082568,24.7820957633627,2.31192804894405,0.034614213454473,0.009722101121497,16582,29780677,30,"01_12_2021_16_52_38",18.429467266,1
10930,10934,126830,126834,1403.6088170771,1403.61437255986,13.9839403335761,1.48818059729476,0.035182382487643,0.005555482752015,12777,29780677,3,"01_12_2021_16_52_52",14.553412581,1
5626,5632,625410,625416,2096.08107839636,2096.0894116852,22.167299816018,2.11757572135318,0.036133934017337,0.008333288837548,14847,29780677,29,"01_12_2021_16_52_30",22.054431141,1
1558,1562,583917,583921,2038.45172062657,2038.45727624408,13.755185305563,1.53939999293212,0.037128406966918,0.005555617503205,15633,29780677,27,"01_12_2021_16_52_20",17.844492912,1
6023,6037,273181,273195,1606.87315211111,1606.89259685049,46.9847817892727,3.03125742597013,0.037934584531073,0.01944473938056,16082,29780677,11,"01_12_2021_16_52_35",14.865741145,1
9916,9921,81296,81301,1340.36752769437,1340.3744721595,18.5572174482666,1.82830385532458,0.039067728272507,0.00694446512216,18270,29780677,1,"01_12_2021_16_52_26",22.591091547,1
8782,8785,670799,670802,2159.12060488655,2159.12477149177,12.891251653493,1.57269725168706,0.039425433122327,0.004166605216142,16556,29780677,31,"01_12_2021_16_52_47",17.958436533,1
17622,17631,835099,835108,2387.31524199119,2387.32774214498,35.2710165731131,2.95414142897824,0.041040113683476,0.012500153797191,19329,29780677,39,"01_12_2021_16_52_23",28.316375288,1
1032,1035,191243,191246,1493.06992977826,1493.07409640314,12.9582349494603,1.66975358740571,0.041392629192169,0.004166624884192,16351,29780677,7,"01_12_2021_16_52_45",18.986700239,1
8458,8462,611820,611824,2077.20611535492,2077.21167091862,16.9253622949665,1.64771834730938,0.041749053918298,0.005555563702728,13879,29780677,28,"01_12_2021_16_52_58",13.361130366,1
2192,2195,175592,175595,1471.33274508834,1471.33691169392,13.9221776775141,1.60747761933521,0.049077010842644,0.004166605576756,14816,29780677,6,"01_12_2021_16_52_18",18.460188129,1
12856,12868,654581,654593,2136.595962949,2136.61262937162,48.4201619714567,3.26161452473642,0.050633529892735,0.016666422619437,16582,29780677,30,"01_12_2021_16_52_38",18.429467266,1
7367,7376,728633,728642,2239.44443666845,2239.45693656396,31.6910418019546,2.70956846952175,0.050820400910355,0.012499895509336,16672,29780677,34,"01_12_2021_16_52_19",19.421972506,1
1244,1262,817957,817975,2363.50655757402,2363.53155799825,61.3355895695856,2.95300990805052,0.056747207352409,0.025000424228892,19329,29780677,39,"01_12_2021_16_52_23",28.316375288,1
7962,7969,630372,630380,2102.97270624006,2102.98381729772,27.3580107842963,1.94083227293544,0.057415233905869,0.01111105766222,14847,29780677,29,"01_12_2021_16_52_30",22.054431141,1
16682,16686,303905,303909,1649.54604888235,1649.55160451718,18.199427163652,1.59183888307856,0.058855287782475,0.005555634829761,19090,29780677,12,"01_12_2021_16_52_21",22.90234946,1
5539,5546,233735,233742,1552.08641501211,1552.09613728325,33.7578050497476,2.13693707637419,0.062346290164313,0.009722271138799,15684,29780677,9,"01_12_2021_16_52_48",15.288759447,1
11797,11800,104234,104237,1372.22580290253,1372.22996954718,14.5697400997432,1.28328318706713,0.067998525373422,0.004166644643647,18293,29780677,2,"01_12_2021_16_52_39",20.898556258,1
7010,7016,688702,688708,2183.98545000192,2183.99378318222,24.4199323341024,2.22951369770096,0.068378552377411,0.008333180302998,17334,29780677,32,"01_12_2021_16_52_41",24.421083893,1
7291,7299,805488,805496,2346.18821611959,2346.19932740618,31.824832829534,1.97338123686885,0.073018170112438,0.011111286590676,15121,29780677,38,"01_12_2021_16_52_44",18.561841529,1
943,946,115055,115058,1387.25484524706,1387.25901187537,19.5041664819802,1.26351307521087,0.074630691286119,0.004166628311395,12777,29780677,3,"01_12_2021_16_52_52",14.553412581,1
15028,15038,737498,737508,2251.75687061478,2251.77075943598,52.1452546859797,2.6424954651237,0.074715029665862,0.013888821203182,16672,29780677,34,"01_12_2021_16_52_19",19.421972506,1
1439,1450,133574,133585,1412.97534355369,1412.9906211165,58.7059661203072,3.02279600092562,0.075753692809575,0.015277562812798,14659,29780677,4,"01_12_2021_16_53_02",19.030796095,1
8053,8058,591633,591638,2049.16848515235,2049.17542966928,25.245974894635,1.76375071930478,0.077133015097708,0.006944516931071,15633,29780677,27,"01_12_2021_16_52_20",17.844492912,1
13585,13607,187832,187854,1488.33251087568,1488.36306603743,127.854263979161,3.77997251461851,0.083307696729021,0.030555161756183,14816,29780677,6,"01_12_2021_16_52_18",18.460188129,1
14254,14271,736724,736741,2250.68187596881,2250.70548696004,88.8834047821393,3.27844477902852,0.08411203949195,0.023610991224814,16672,29780677,34,"01_12_2021_16_52_19",19.421972506,1
7218,7222,181444,181448,1479.46039962111,1479.46595510575,22.0942022612334,2.05106428731891,0.087235680497505,0.005555484637625,14816,29780677,6,"01_12_2021_16_52_18",18.460188129,1
10197,10201,163335,163339,1454.30936804157,1454.3149235082,20.7967001711056,1.71711916011742,0.087414268694313,0.005555466627129,16874,29780677,5,"01_12_2021_16_52_26",18.030415877,1
2023,2030,683707,683714,2177.04807481237,2177.05779686566,34.799278969567,1.90122221145778,0.087866235538044,0.009722053289806,17334,29780677,32,"01_12_2021_16_52_41",24.421083893,1
14440,14444,656177,656181,2138.81259627505,2138.81815174495,20.3898072204854,1.36670098852529,0.089870840678887,0.005555469898809,16582,29780677,30,"01_12_2021_16_52_38",18.429467266,1
4833,4871,587200,587238,2043.01148865025,2043.06426690495,268.939342772376,4.0302809858832,0.096678466195823,0.052778254697159,15633,29780677,27,"01_12_2021_16_52_20",17.844492912,1
502,515,307570,307583,1654.63639383598,1654.65444965875,83.0369052485126,3.81807588369003,0.105364957932199,0.018055822773022,19573,29780677,13,"01_12_2021_16_52_46",19.84365267,1
14475,14511,106965,107004,1376.01883539638,1376.07300168489,258.462701479481,5.49301440329876,0.10626828060114,0.054166288514807,18293,29780677,2,"01_12_2021_16_52_39",20.898556258,1
9000,9008,711623,711631,2215.81968109591,2215.83079208594,64.4689916450435,2.18289849746762,0.11417947154374,0.011110990024463,17451,29780677,33,"01_12_2021_16_52_25",19.48870995,1
17367,17386,109949,109968,1380.16324558899,1380.18963421498,144.053678413444,2.28478464364004,0.117932210094631,0.026388625990876,18293,29780677,2,"01_12_2021_16_52_39",20.898556258,1
9537,9569,810235,810267,2352.78138573015,2352.82583087655,234.238760782547,3.80181607977202,0.123093171576202,0.044445146403632,15121,29780677,38,"01_12_2021_16_52_44",18.561841529,1
12417,12428,186657,186668,1486.70058709987,1486.71586468643,63.6816073586055,2.680827672148,0.130881601113203,0.015277586552202,14816,29780677,6,"01_12_2021_16_52_18",18.460188129,1
4830,4835,311958,311963,1660.7309251504,1660.73786968723,38.2285731197269,1.71158760819948,0.143791506690828,0.006944536827632,19573,29780677,13,"01_12_2021_16_52_46",19.84365267,1
1352,1361,174752,174761,1470.16609548505,1470.17859530257,62.9194155071106,2.16490086612268,0.167900093698086,0.012499817516073,14816,29780677,6,"01_12_2021_16_52_18",18.460188129,1
12080,12085,128000,128005,1405.23379520591,1405.24073955429,49.6239491904784,1.38072352816968,0.169996334452708,0.006944348377147,12777,29780677,3,"01_12_2021_16_52_52",14.553412581,1
6192,6196,666496,666500,2153.1443175349,2153.14987299413,38.0657783177253,1.25338111035966,0.172426586944099,0.005555459234074,16556,29780677,31,"01_12_2021_16_52_47",17.958436533,1
