"istart","istop","cstart","cstop","tstart","tstop","ed_rec","ed_rec_err","ampl_rec","dur","total_n_valid_data_points","ID","qcs","tstamp","dur_detrend","real"
2446,2449,269442,269445,1601.68112535636,1601.6852920769,4.96422484455383,0.386366080753493,0.019959061916774,0.004166720541434,16490,142052876,11,"01_12_2021_16_54_43",19.354683399,1
4335,4342,118491,118498,1392.02595309081,1392.03567514455,11.0728791388523,1.04604830990021,0.020017908063833,0.009722053741825,12616,142052876,3,"01_12_2021_16_55_02",15.124933333,1
4911,4919,96167,96175,1361.02095514899,1361.03206607374,13.4094774343391,1.04794151016609,0.020099548281385,0.011110924745026,17840,142052876,2,"01_12_2021_16_54_48",21.535909951,1
277,283,721496,721502,2229.53199163748,2229.54032506491,9.14470671071415,0.712384383784763,0.020099580491395,0.008333427433172,16757,142052876,34,"01_12_2021_16_54_27",19.549916348,1
4535,4539,782916,782920,2314.8388819668,2314.84443760335,6.66302097868728,0.634013422176953,0.020269040346072,0.005555636547342,15132,142052876,37,"01_12_2021_16_54_38",20.330969488,1
14633,14645,697446,697458,2196.12904655092,2196.14571320693,17.4824196038934,1.00604099739769,0.020508763003977,0.016666656011694,17442,142052876,32,"01_12_2021_16_54_55",19.051206815,1
13803,13812,774998,775007,2303.8414825466,2303.85398274298,15.2369415043722,0.976941276597813,0.020583799215385,0.012500196381552,15323,142052876,36,"01_12_2021_16_55_15",17.861247405,1
8828,8835,670815,670822,2159.14175980281,2159.1514819297,10.4495399103205,0.74608360179278,0.020633358633628,0.009722126889756,16586,142052876,31,"01_12_2021_16_54_59",18.645415195,1
7632,7636,123657,123661,1399.20082290603,1399.20637837534,6.31161741979991,0.629730916595316,0.020763025065951,0.005555469306728,12616,142052876,3,"01_12_2021_16_55_02",15.124933333,1
5649,5652,119838,119841,1393.89675305872,1393.90091964818,6.17107723132023,0.568976973536489,0.020952876330553,0.004166589458919,12616,142052876,3,"01_12_2021_16_55_02",15.124933333,1
1361,1367,174761,174767,1470.17801694172,1470.18635029688,8.15774631576088,0.516590585263448,0.021137235585964,0.008333355159266,14817,142052876,6,"01_12_2021_16_54_26",17.830183613,1
15475,15484,657203,657212,2140.23645600215,2140.2489558042,12.2779193526693,0.47953081899019,0.021180111197778,0.012499802047842,16598,142052876,30,"01_12_2021_16_54_43",23.136820908,1
3738,3742,94989,94993,1359.38487113513,1359.39042659972,6.27606029291358,0.573470241431374,0.021226024116618,0.005555464599411,17840,142052876,2,"01_12_2021_16_54_48",21.535909951,1
1260,1268,640941,640949,2117.65072294841,2117.66183386994,11.9828178922348,0.968414233556219,0.021401838052553,0.01111092153451,16598,142052876,30,"01_12_2021_16_54_43",23.136820908,1
11329,11334,808949,808954,2350.99624524139,2351.00318973718,7.42429239736211,0.537195730995492,0.021841914101485,0.006944495784865,18199,142052876,38,"01_12_2021_16_54_55",25.336342286,1
1248,1254,268178,268184,1599.92554665912,1599.9338801041,6.71902726460906,0.422806065717727,0.02188753532212,0.008333444982782,16490,142052876,11,"01_12_2021_16_54_43",19.354683399,1
14707,14713,244414,244420,1566.91949523443,1566.92782870354,8.89872830152076,0.47824900710073,0.022052519912017,0.008333469111676,15825,142052876,9,"01_12_2021_16_55_01",19.118411414,1
13956,13965,321885,321894,1674.51877069236,1674.53127059582,14.2019039058994,0.696822190768577,0.022106752839179,0.012499903460139,19574,142052876,13,"01_12_2021_16_54_57",27.996535262,1
3852,3858,136014,136020,1416.36306266425,1416.37139589209,9.67405434175661,0.788107230008097,0.022134717924278,0.008333227838193,14642,142052876,4,"01_12_2021_16_55_14",17.030234066,1
5810,5813,588177,588180,2044.36854739792,2044.3727140224,5.72283674390088,0.619387519050235,0.022268873963148,0.004166624476056,16115,142052876,27,"01_12_2021_16_54_33",17.474847057,1
5396,5399,96680,96683,1361.73344312257,1361.73760971844,5.14700254414258,0.530066280941787,0.02236818541618,0.004166595873357,17840,142052876,2,"01_12_2021_16_54_48",21.535909951,1
15426,15431,737811,737816,2252.19199715294,2252.19894169451,7.62431555262707,0.737904421465042,0.022487008664797,0.006944541570192,16757,142052876,34,"01_12_2021_16_54_27",19.549916348,1
11242,11247,319135,319140,1670.69935315501,1670.70629755441,7.50531018007413,0.445133882126416,0.022719665610018,0.006944399399345,19574,142052876,13,"01_12_2021_16_54_57",27.996535262,1
14195,14203,322124,322132,1674.85071255115,1674.86182357493,11.1491241049453,0.519257353292654,0.022886003487261,0.01111102377763,19574,142052876,13,"01_12_2021_16_54_57",27.996535262,1
4329,4334,271348,271353,1604.32838056796,1604.33532509537,8.19349568045436,0.474766802120958,0.022941146282829,0.006944527406631,16490,142052876,11,"01_12_2021_16_54_43",19.354683399,1
6592,6595,688284,688287,2183.40407328268,2183.4082399291,6.32898340862526,0.595406775197741,0.023027263302679,0.004166646423528,17442,142052876,32,"01_12_2021_16_54_55",19.051206815,1
10329,10344,593758,593773,2052.11985338557,2052.14068648711,27.2944319248756,1.15075340082751,0.023186376434173,0.02083310154967,16115,142052876,27,"01_12_2021_16_54_33",17.474847057,1
5355,5362,645046,645053,2123.35201223587,2123.36173428583,10.6733529781451,0.864600146720729,0.023590416587196,0.009722049956508,16598,142052876,30,"01_12_2021_16_54_43",23.136820908,1
2234,2243,288454,288463,1628.08690639298,1628.09940646904,13.7938777035214,0.769589902554601,0.023663389218494,0.012500076058586,19090,142052876,12,"01_12_2021_16_54_34",23.41440152,1
10237,10243,771421,771427,2298.87334603182,2298.88167950633,8.19805287186491,0.771332972668775,0.023713152301215,0.008333474507708,15323,142052876,36,"01_12_2021_16_55_15",17.861247405,1
11743,11748,83152,83157,1342.94486626887,1342.95181061338,8.96811678986834,0.702732670345454,0.024012823411067,0.006944344516342,18271,142052876,1,"01_12_2021_16_54_38",20.652180925,1
7877,7880,668181,668184,2155.48346960586,2155.48763621922,5.06244598013812,0.526074492785035,0.024192242684556,0.004166613366579,16586,142052876,31,"01_12_2021_16_54_59",18.645415195,1
10943,10949,146734,146740,1431.25177109342,1431.2601043486,11.4953648002176,0.79213277274438,0.024396182982342,0.00833325517965,14642,142052876,4,"01_12_2021_16_55_14",17.030234066,1
7122,7141,77656,77682,1335.31165493246,1335.34776552407,49.5666784843837,1.89388280960537,0.024427950927557,0.03611059161085,18271,142052876,1,"01_12_2021_16_54_38",20.652180925,1
6537,6541,666841,666845,2153.62238242604,2153.62793790975,8.19672910269336,0.641354345723109,0.024449718008491,0.00555548371176,16586,142052876,31,"01_12_2021_16_54_59",18.645415195,1
15737,15749,657465,657477,2140.60033912751,2140.61700553022,21.2868217972561,1.15693221997141,0.024851781379079,0.016666402712872,16598,142052876,30,"01_12_2021_16_54_43",23.136820908,1
8457,8460,199893,199896,1505.08378035492,1505.08794707142,5.48703488420264,0.303042695542544,0.025613285780435,0.004166716501686,16354,142052876,7,"01_12_2021_16_54_57",19.134956884,1
11573,11580,694378,694385,2191.86793979413,2191.87766200296,11.6724375281264,0.871629223565802,0.025962619897264,0.009722208827952,17442,142052876,32,"01_12_2021_16_54_55",19.051206815,1
8823,8832,789367,789376,2323.79873488717,2323.81123506018,16.7796791118953,1.0855128902782,0.025984546319289,0.012500173004355,15132,142052876,37,"01_12_2021_16_54_38",20.330969488,1
528,535,173928,173935,1469.02106960956,1469.03079185478,11.9362111054955,0.706698738778463,0.026022815586077,0.009722245221383,14817,142052876,6,"01_12_2021_16_54_26",17.830183613,1
14527,14531,717158,717162,2223.50693781895,2223.5124934172,8.46159305665089,0.654215947782307,0.026241706184836,0.005555598242609,17451,142052876,33,"01_12_2021_16_54_35",21.958197772,1
12863,12866,774058,774061,2302.53590629619,2302.54007302953,5.73056235325322,0.537555948243992,0.026255540542205,0.004166733339389,15323,142052876,36,"01_12_2021_16_55_15",17.861247405,1
7608,7613,159470,159475,1448.94052088665,1448.94746528739,10.517257683698,0.894807901961077,0.026287539769265,0.006944400738348,17028,142052876,5,"01_12_2021_16_54_38",23.895918149,1
9954,9960,732322,732328,2244.56828056105,2244.57661401015,12.3276608546309,0.714150397233448,0.026825314426493,0.008333449103702,16757,142052876,34,"01_12_2021_16_54_27",19.549916348,1
14585,14590,775781,775786,2304.92899953732,2304.93594408989,9.70409159222964,0.733083912539631,0.026904118137605,0.006944552569166,15323,142052876,36,"01_12_2021_16_55_15",17.861247405,1
424,429,620196,620201,2088.83874313238,2088.84568746393,9.85000840401257,0.638598317463315,0.027105686298431,0.006944331547857,15034,142052876,29,"01_12_2021_16_54_40",17.751670539,1
8189,8203,182414,182428,1480.80721443848,1480.82665900029,21.8518628312001,0.862707866471199,0.027159558278018,0.01944456180695,14817,142052876,6,"01_12_2021_16_54_26",17.830183613,1
12688,12694,84108,84114,1344.27262483554,1344.28095804738,9.08819704233232,0.558596418357389,0.027613651772476,0.008333211836998,18271,142052876,1,"01_12_2021_16_54_38",20.652180925,1
2965,2976,289265,289276,1629.21330196276,1629.22857982846,15.8517833287145,0.715001202574647,0.028282386614874,0.015277865693861,19090,142052876,12,"01_12_2021_16_54_34",23.41440152,1
9436,9444,162413,162421,1453.0279944169,1453.03910549221,13.8627647073107,0.952426086387585,0.028550704761909,0.01111107531051,17028,142052876,5,"01_12_2021_16_54_38",23.895918149,1
16833,16838,169834,169839,1463.33491917633,1463.34186359899,9.31536958780417,0.695078828673736,0.028643523215783,0.006944422665129,17028,142052876,5,"01_12_2021_16_54_38",23.895918149,1
16146,16159,88363,88376,1350.18225526504,1350.20031051456,18.4823202913205,0.893984978882826,0.028728645390025,0.018055249519421,18271,142052876,1,"01_12_2021_16_54_38",20.652180925,1
14966,14969,322906,322909,1675.93681488909,1675.94098152116,6.46968500971447,0.29758339277305,0.028853125490269,0.004166632060787,19574,142052876,13,"01_12_2021_16_54_57",27.996535262,1
370,378,132482,132490,1411.4575720052,1411.46868295247,16.5294611346049,0.820108907366073,0.029329572176576,0.011110947264342,14642,142052876,4,"01_12_2021_16_55_14",17.030234066,1
15213,15238,263928,263953,1594.02269702716,1594.05741968975,45.5640795174766,0.95833426477002,0.029737108713259,0.034722662586773,16406,142052876,10,"01_12_2021_16_55_08",19.239794715,1
7803,7812,590170,590179,2047.13657305154,2047.14907290681,19.6420005771949,0.88120947159752,0.03000618464835,0.012499855271926,16115,142052876,27,"01_12_2021_16_54_33",17.474847057,1
3666,3685,74160,74179,1330.45616314009,1330.48255170756,33.1757255290827,1.246500485514,0.030052198452797,0.026388567469667,18271,142052876,1,"01_12_2021_16_54_38",20.652180925,1
4972,4982,686664,686674,2181.15408461083,2181.1679734272,19.7500547139421,1.10254283885733,0.030052573839301,0.013888816369217,17442,142052876,32,"01_12_2021_16_54_55",19.051206815,1
7867,7874,78410,78417,1336.35886168323,1336.36858375743,14.3624541755111,0.878616269214036,0.030543151037565,0.009722074198635,18271,142052876,1,"01_12_2021_16_54_38",20.652180925,1
11557,11563,82966,82972,1342.68653665054,1342.69486986407,10.6607304957099,0.667129669124892,0.03056210200162,0.008333213524793,18271,142052876,1,"01_12_2021_16_54_38",20.652180925,1
14515,14519,636880,636884,2112.01054693882,2112.01610238941,8.59222976162964,0.656801432381225,0.03077990053604,0.005555450586598,15034,142052876,29,"01_12_2021_16_54_40",17.751670539,1
4789,4792,178216,178219,1474.976641658,1474.98080833576,5.46880553937024,0.364197346993688,0.03106499091598,0.004166677754711,14817,142052876,6,"01_12_2021_16_54_26",17.830183613,1
5908,5915,687600,687607,2182.45407796444,2182.46380013799,11.2054693463192,0.770977825815898,0.031372470234181,0.009722173555019,17442,142052876,32,"01_12_2021_16_54_55",19.051206815,1
8367,8371,315572,315576,1665.7507801976,1665.75633571528,6.35860566854793,0.350059042183695,0.031374121643981,0.005555517680932,19574,142052876,13,"01_12_2021_16_54_57",27.996535262,1
635,650,228797,228812,1545.22883169196,1545.24966541341,26.6571964053546,0.792508218192406,0.03229412684278,0.02083372144557,15825,142052876,9,"01_12_2021_16_55_01",19.118411414,1
10465,10469,318358,318362,1669.6201934398,1669.62574895934,8.08680911916483,0.357925084732845,0.032294450022652,0.005555519543123,19574,142052876,13,"01_12_2021_16_54_57",27.996535262,1
9150,9155,711773,711778,2216.0277168313,2216.03466132642,11.8981788191786,0.682728211340184,0.033577016154467,0.006944495125481,17451,142052876,33,"01_12_2021_16_54_35",21.958197772,1
5262,5270,606046,606054,2069.18629153435,2069.19740247515,14.9914273618161,0.990488408510754,0.033645195357322,0.01111094079306,14857,142052876,28,"01_12_2021_16_55_07",16.932524204,1
13357,13363,635721,635727,2110.40085495284,2110.40918813056,11.3710416830739,0.681928706688518,0.033732493572685,0.008333177711847,15034,142052876,29,"01_12_2021_16_54_40",17.751670539,1
13491,13494,735875,735878,2249.50307087868,2249.50723760303,8.81184091839734,0.5933443006774,0.034026902253148,0.004166724349034,16757,142052876,34,"01_12_2021_16_54_27",19.549916348,1
287,293,601064,601070,2062.26694425134,2062.27527748124,9.94913569337574,0.689610384811417,0.034173494588874,0.008333229897744,14857,142052876,28,"01_12_2021_16_55_07",16.932524204,1
7014,7022,646706,646714,2125.6575267995,2125.66863771235,13.1911322399494,0.783104056742248,0.034335714509663,0.01111091284929,16598,142052876,30,"01_12_2021_16_54_43",23.136820908,1
4210,4214,604987,604991,2067.71548037547,2067.72103584866,7.8621235679057,0.543078963318978,0.034369403950157,0.00555547319027,14857,142052876,28,"01_12_2021_16_55_07",16.932524204,1
60,69,660348,660359,2144.60444555852,2144.6197231371,24.4762376609423,1.43243455785865,0.034607375281663,0.015277578576388,16586,142052876,31,"01_12_2021_16_54_59",18.645415195,1
16411,16415,738805,738809,2253.57257213029,2253.57812776485,9.9444001889651,0.600872912806353,0.035466203383354,0.005555634558732,16757,142052876,34,"01_12_2021_16_54_27",19.549916348,1
8311,8315,805218,805222,2345.81425552167,2345.81981112086,10.2429762253943,0.481915420861999,0.03563012310431,0.005555599190302,18199,142052876,38,"01_12_2021_16_54_55",25.336342286,1
11397,11404,280325,280332,1616.79655660121,1616.80627891179,10.0612504708908,0.431864620739012,0.036415100145068,0.009722310580401,16490,142052876,11,"01_12_2021_16_54_43",19.354683399,1
14411,14417,775607,775613,2304.68732910729,2304.69566257045,12.0461748389584,0.759682792891497,0.036460348935024,0.008333463157214,15323,142052876,36,"01_12_2021_16_55_15",17.861247405,1
15488,15507,657216,657235,2140.25451127172,2140.28089974261,36.2893630582288,1.32109121147705,0.036665605581301,0.026388470889288,16598,142052876,30,"01_12_2021_16_54_43",23.136820908,1
4424,4431,136649,136656,1417.24499596495,1417.25471806446,12.7013332412354,0.650139703408664,0.036670509665083,0.009722099512601,14642,142052876,4,"01_12_2021_16_55_14",17.030234066,1
1277,1283,602054,602060,2063.64192659832,2063.6502598214,10.2225591190164,0.584772255343035,0.036693379452469,0.008333223086083,14857,142052876,28,"01_12_2021_16_55_07",16.932524204,1
9795,9806,692600,692611,2189.39849909861,2189.4137768518,19.5876263679429,1.00045608818303,0.036962538167943,0.015277753188457,17442,142052876,32,"01_12_2021_16_54_55",19.051206815,1
6790,6794,197024,197028,1501.0990217236,1501.10457733534,8.07501367327794,0.340336063690826,0.037058756629005,0.005555611739055,16354,142052876,7,"01_12_2021_16_54_57",19.134956884,1
6302,6313,76823,76834,1334.15472669686,1334.17000426566,26.2865555713601,1.16373978492712,0.037210948442723,0.015277568793863,18271,142052876,1,"01_12_2021_16_54_38",20.652180925,1
11273,11276,755478,755481,2276.72990178788,2276.7340685243,7.96871490726557,0.578820515709821,0.037235015691134,0.004166736425759,13610,142052876,35,"01_12_2021_16_54_58",20.063992818,1
14333,14336,85774,85777,1346.58647932323,1346.59064592653,7.30920682184479,0.489983662319646,0.037387846446169,0.004166603299154,18271,142052876,1,"01_12_2021_16_54_38",20.652180925,1
16573,16582,699386,699395,2198.82348991873,2198.83598991691,17.699671696443,0.967507876067084,0.037595904880616,0.012499998179919,17442,142052876,32,"01_12_2021_16_54_55",19.051206815,1
10749,10757,791302,791310,2326.48627054934,2326.49738180189,16.5266751222283,0.797035082854669,0.037661217052274,0.011111252545561,15132,142052876,37,"01_12_2021_16_54_38",20.330969488,1
3000,3004,642682,642686,2120.06873669963,2120.07429215818,10.26814060492,0.605454150556621,0.037705037853328,0.005555458549679,16598,142052876,30,"01_12_2021_16_54_43",23.136820908,1
1977,1983,93195,93201,1356.89324481967,1356.90157801878,11.0167310033839,0.690491366354875,0.038454157710531,0.008333199110893,17840,142052876,2,"01_12_2021_16_54_48",21.535909951,1
3586,3597,270595,270606,1603.28253451617,1603.29781248286,15.9099919065973,0.521637404371133,0.038576397532161,0.015277966686426,16490,142052876,11,"01_12_2021_16_54_43",19.354683399,1
2270,2274,584629,584633,2039.44081421023,2039.44636972151,8.3153586103431,0.422190699792767,0.038741195468892,0.005555511274906,16115,142052876,27,"01_12_2021_16_54_33",17.474847057,1
9408,9432,789953,789977,2324.61263489445,2324.64596867689,36.2970438347358,1.24985008393712,0.039123768095514,0.033333782437694,15132,142052876,37,"01_12_2021_16_54_38",20.330969488,1
6034,6038,687726,687730,2182.62907709109,2182.63463261892,9.48205570468734,0.740577133455401,0.039655821024389,0.005555527828619,17442,142052876,32,"01_12_2021_16_54_55",19.051206815,1
1387,1397,191598,191608,1493.56283367046,1493.57672269296,13.0924189067082,0.500754811773004,0.040001151680992,0.01388902250892,16354,142052876,7,"01_12_2021_16_54_57",19.134956884,1
8415,8424,769598,769607,2296.34135762156,2296.35385784483,20.4251643627678,0.745285175435728,0.041097928644268,0.012500223273492,15323,142052876,36,"01_12_2021_16_55_15",17.861247405,1
16742,16752,109314,109324,1379.28034767358,1379.29423630109,31.3551371110868,1.28732751073138,0.041315323822127,0.013888627514461,17840,142052876,2,"01_12_2021_16_54_48",21.535909951,1
8306,8314,217071,217079,1528.94245053914,1528.95356180019,12.0770958948641,0.489079526365211,0.04159275163003,0.011111261047063,13412,142052876,8,"01_12_2021_16_54_51",15.626924204,1
11339,11352,164326,164339,1455.68493218339,1455.70298770244,36.2969809651604,1.40489580147625,0.0421753356687,0.018055519046129,17028,142052876,5,"01_12_2021_16_54_38",23.895918149,1
720,727,209460,209467,1518.37145233499,1518.38117470453,11.4230671309116,0.538496041203364,0.042925240769313,0.009722369540214,13412,142052876,8,"01_12_2021_16_54_51",15.626924204,1
8051,8056,788595,788600,2322.72649752904,2322.73344207354,11.6814761061062,0.640740131243641,0.042994017170692,0.00694454449058,15132,142052876,37,"01_12_2021_16_54_38",20.330969488,1
2414,2418,780787,780791,2311.88189304229,2311.88744868407,9.54969842754617,0.622393414138024,0.043224375454654,0.005555641786032,15132,142052876,37,"01_12_2021_16_54_38",20.330969488,1
4072,4087,705556,705571,2207.39295522543,2207.41378862652,24.2952580883461,0.948627832845317,0.044794952856856,0.020833401095388,17451,142052876,33,"01_12_2021_16_54_35",21.958197772,1
3899,3902,118050,118053,1391.41346363463,1391.41763022999,7.94351715805544,0.413425826435133,0.045093090321124,0.004166595366996,12616,142052876,3,"01_12_2021_16_55_02",15.124933333,1
13863,13878,262567,262582,1592.13239386156,1592.15322748709,24.3414580037197,0.664287278938474,0.045739522269948,0.020833625526848,16406,142052876,10,"01_12_2021_16_55_08",19.239794715,1
7364,7385,785745,785766,2318.76810393497,2318.79727100604,47.0270478192499,1.25100915156657,0.046324188104278,0.029167071063967,15132,142052876,37,"01_12_2021_16_54_38",20.330969488,1
2489,2497,622265,622273,2091.71230570503,2091.72341662285,15.7329783882428,0.775831297661077,0.046625137470242,0.011110917817405,15034,142052876,29,"01_12_2021_16_54_40",17.751670539,1
3970,3977,604747,604754,2067.3821519649,2067.39187404407,12.9672828030985,0.63507825329458,0.047588066042412,0.009722079174026,14857,142052876,28,"01_12_2021_16_55_07",16.932524204,1
175,181,681859,681865,2174.48051145171,2174.48884473565,15.2325142422306,0.691947775698443,0.047672652026781,0.008333283941283,17442,142052876,32,"01_12_2021_16_54_55",19.051206815,1
17165,17191,719797,719823,2227.17224484362,2227.20835625787,52.2827139715833,1.2649402935123,0.049153217516267,0.036111414250627,17451,142052876,33,"01_12_2021_16_54_35",21.958197772,1
14649,14661,167643,167655,1460.29186926175,1460.30853590516,35.296100026719,1.22359969016495,0.049715643181707,0.016666643407916,17028,142052876,5,"01_12_2021_16_54_38",23.895918149,1
1537,1543,133672,133678,1413.11032684547,1413.11866006784,16.6780147885668,0.877211868449928,0.049893750383874,0.008333222365991,14642,142052876,4,"01_12_2021_16_55_14",17.030234066,1
2715,2734,211465,211484,1521.15621823568,1521.18260754498,33.619712160815,0.752276124068154,0.050176540300745,0.026389309305841,13412,142052876,8,"01_12_2021_16_54_51",15.626924204,1
272,282,152009,152019,1438.57808462671,1438.59197339373,25.0333662222652,1.12773141316445,0.050547139995725,0.013888767015033,17028,142052876,5,"01_12_2021_16_54_38",23.895918149,1
7059,7077,646751,646769,2125.72002568422,2125.74502523803,34.2568618854457,1.19608212160354,0.050691756587934,0.024999553806083,16598,142052876,30,"01_12_2021_16_54_43",23.136820908,1
9158,9163,753355,753360,2273.7812408694,2273.78818543228,14.8328840937161,0.699566619357459,0.051666854483667,0.006944562878743,13610,142052876,35,"01_12_2021_16_54_58",20.063992818,1
10036,10045,807656,807665,2349.20039761627,2349.21289772364,16.446229342623,0.46957435365352,0.051724961344633,0.012500107370215,18199,142052876,38,"01_12_2021_16_54_55",25.336342286,1
2248,2255,703732,703739,2204.85961411684,2204.86933636743,18.8593397991653,0.794533389049009,0.052116338617659,0.009722250591494,17451,142052876,33,"01_12_2021_16_54_35",21.958197772,1
9924,9928,81303,81307,1340.37684827232,1340.38240374172,11.7132860919403,0.64065515462814,0.053172066158151,0.005555469395858,18271,142052876,1,"01_12_2021_16_54_38",20.652180925,1
3869,3875,643552,643558,2121.27704886032,2121.28538204718,13.0411441793272,0.58771221920845,0.053911130096748,0.008333186860909,16598,142052876,30,"01_12_2021_16_54_43",23.136820908,1
9975,9981,184207,184213,1483.29750812258,1483.3058415115,14.2167831852376,0.514901617156434,0.054799220626861,0.008333388919709,14817,142052876,6,"01_12_2021_16_54_26",17.830183613,1
4734,4747,745237,745250,2262.50604959037,2262.52410543113,45.9499560346855,1.11016828251954,0.055456140056093,0.018055840760098,13610,142052876,35,"01_12_2021_16_54_58",20.063992818,1
10505,10509,632854,632858,2106.41898373299,2106.42453918815,13.1441143985417,0.632190900512394,0.055499910069954,0.005555455163176,15034,142052876,29,"01_12_2021_16_54_40",17.751670539,1
10305,10341,126365,126401,1402.9618768444,1403.01187609028,93.9511888362864,1.23156098344116,0.057280435088009,0.049999245877189,12616,142052876,3,"01_12_2021_16_55_02",15.124933333,1
8310,8318,668614,668622,2156.08485081917,2156.09596178875,24.4103200221276,0.770353890023716,0.057987426459381,0.011110969577203,16586,142052876,31,"01_12_2021_16_54_59",18.645415195,1
8439,8444,668743,668748,2156.2640152056,2156.27095956176,16.1566503982657,0.781955852014929,0.059236196697925,0.006944356152417,16586,142052876,31,"01_12_2021_16_54_59",18.645415195,1
895,904,287114,287123,1626.22578375131,1626.23828382749,21.0480268934049,0.55092096623952,0.059780493962509,0.012500076175456,19090,142052876,12,"01_12_2021_16_54_34",23.41440152,1
4859,4872,178287,178300,1475.07525302927,1475.09330863198,29.7541045318175,0.625953464933541,0.060327172006088,0.018055602710319,14817,142052876,6,"01_12_2021_16_54_26",17.830183613,1
14992,15001,598429,598438,2058.60727264332,2058.61977247117,29.5180548296945,0.717924213372217,0.061649294932578,0.012499827856118,16115,142052876,27,"01_12_2021_16_54_33",17.474847057,1
6163,6177,122174,122188,1397.1411340473,1397.1605781537,30.9081313179917,0.98877980049085,0.063980097646353,0.01944410639635,12616,142052876,3,"01_12_2021_16_55_02",15.124933333,1
1441,1458,133576,133593,1412.97699529209,1413.0006060874,55.3943976285689,1.55552981872943,0.064370122043506,0.023610795307604,14642,142052876,4,"01_12_2021_16_55_14",17.030234066,1
14222,14227,676227,676232,2166.65835315277,2166.66529753196,15.9261254502788,0.665320743201211,0.066708895507194,0.00694437919401,16586,142052876,31,"01_12_2021_16_54_59",18.645415195,1
9276,9288,316481,316493,1667.01327069457,1667.0299372206,28.0078870768883,0.467184758832801,0.066968445236016,0.016666526032623,19574,142052876,13,"01_12_2021_16_54_57",27.996535262,1
1087,1098,620861,620872,2089.76233901186,2089.77761653423,30.0522697909737,0.85264825117607,0.067046001333006,0.015277522362339,15034,142052876,29,"01_12_2021_16_54_40",17.751670539,1
9983,9992,651688,651697,2132.57685514389,2132.58935494754,32.3208247229451,0.961616517853824,0.069269494569226,0.012499803649007,16598,142052876,30,"01_12_2021_16_54_43",23.136820908,1
5870,5875,802777,802782,2342.42394996775,2342.43089447296,13.5649579544732,0.385839721571947,0.070963206166177,0.006944505213596,18199,142052876,38,"01_12_2021_16_54_55",25.336342286,1
14786,14794,107289,107297,1376.46789844795,1376.47900936448,23.7057952043383,0.720941203471902,0.071725815906383,0.011110916530925,17840,142052876,2,"01_12_2021_16_54_48",21.535909951,1
2297,2319,93517,93539,1357.34045983961,1357.37101490296,58.4798769381264,1.0403251646477,0.072136271231127,0.030555063354768,17840,142052876,2,"01_12_2021_16_54_48",21.535909951,1
12302,12312,634664,634674,2108.93282666524,2108.94671529756,33.2569737403124,0.978429955075567,0.072642009134005,0.01388863231341,15034,142052876,29,"01_12_2021_16_54_40",17.751670539,1
8159,8166,611107,611114,2076.21534655476,2076.22506863009,23.8084270414846,0.698295986008575,0.075749475081886,0.00972207533232,14857,142052876,28,"01_12_2021_16_55_07",16.932524204,1
4411,4454,251371,251414,1576.58215722556,1576.64188045917,98.670986811938,0.93205640337398,0.088537234128984,0.059723233606292,16406,142052876,10,"01_12_2021_16_55_08",19.239794715,1
3729,3749,586088,586108,2041.46718603231,2041.49496356371,38.9603242754712,1.04369871172004,0.093975336771711,0.027777531400716,16115,142052876,27,"01_12_2021_16_54_33",17.474847057,1
4947,4966,96203,96223,1361.07095431003,1361.09873162139,82.3240408055151,1.7883415559615,0.101833220633794,0.02777731136689,17840,142052876,2,"01_12_2021_16_54_48",21.535909951,1
10302,10317,771486,771501,2298.96362533786,2298.98445902353,73.1958747243884,1.30481730230448,0.107443725827359,0.020833685674006,15323,142052876,36,"01_12_2021_16_55_15",17.861247405,1
11258,11269,594687,594698,2053.41011645326,2053.42539405267,37.4803713638918,0.700019790989051,0.118699751735136,0.015277599412457,16115,142052876,27,"01_12_2021_16_54_33",17.474847057,1
3634,3652,685319,685337,2179.28603909277,2179.31103895478,57.5857934723847,0.997089246626305,0.120157393890573,0.024999862014283,17442,142052876,32,"01_12_2021_16_54_55",19.051206815,1
11291,11299,594720,594728,2053.45594925121,2053.46706023243,44.4514753932022,0.575177575839478,0.123660996976462,0.011110981220099,16115,142052876,27,"01_12_2021_16_54_33",17.474847057,1
7170,7206,274199,274235,1608.2881459086,1608.33814638141,187.241403245439,0.77706474933482,0.130139302110071,0.050000472808279,16490,142052876,11,"01_12_2021_16_54_43",19.354683399,1
903,920,191114,191131,1492.89060507891,1492.91421640993,75.3983769767178,0.604160053727065,0.137979739970158,0.023611331019083,16354,142052876,7,"01_12_2021_16_54_57",19.134956884,1
13154,13165,675149,675160,2165.16114514856,2165.1764227798,48.0883378778388,0.930756609896879,0.138957153677908,0.01527763124659,16586,142052876,31,"01_12_2021_16_54_59",18.645415195,1
7177,7197,77718,77739,1335.39776480324,1335.4269310486,85.0334738484077,1.31352609419186,0.148518595112234,0.0291662453551,18271,142052876,1,"01_12_2021_16_54_38",20.652180925,1
12570,12586,204013,204029,1510.80607779586,1510.82830031895,58.1920160133559,0.421610650339364,0.152510029329973,0.022222523093205,16354,142052876,7,"01_12_2021_16_54_57",19.134956884,1
4144,4154,763576,763586,2287.97732243654,2287.99121156289,36.9569660472453,0.709529228149744,0.158828114371722,0.01388912634684,15323,142052876,36,"01_12_2021_16_55_15",17.861247405,1
