istart,istop,tstart,tstop,ed_rec,ed_rec_err,ampl_rec,dur,total_n_valid_data_points,midlat_deg,inclination_deg,n_spots,beta_1,beta_2,beta_3,alpha_1,alphaa_2,alpha_3,lons_1,lons_2,lons_3
1771,1779,5.563760589507524,5.5888933307362425,8.638040701922863e-07,2.0632060506592972e-09,1.999358012483299e-09,0.025132741228718558,2000.0,68.70595999048867,52.469290994340916,1,4.0,,,-1.8917579140878467,,,289.20946272243896,,
istart,istop,tstart,tstop,ed_rec,ed_rec_err,ampl_rec,dur,total_n_valid_data_points,midlat_deg,inclination_deg,n_spots,beta_1,beta_2,beta_3,alpha_1,alphaa_2,alpha_3,lons_1,lons_2,lons_3
148,156,0.4649557127312894,0.4900884539600078,6.043269382676903e-07,2.6912979130204426e-09,9.345724194531613e-10,0.02513274122871839,2000.0,44.4680311834779,-59.00109382126156,1,11.0,,,-2.262812963201372,,,209.48955517934303,,
224,233,0.7037167544041137,0.7319910882864218,1.7935703210102735e-06,2.42643129522776e-09,3.31667293629323e-09,0.028274333882308045,2000.0,44.4680311834779,-59.00109382126156,1,11.0,,,-2.262812963201372,,,209.48955517934303,,
293,302,0.9204866475018094,0.9487609813841176,1.7925636853298118e-06,2.1658830790772743e-09,3.878909415888643e-09,0.028274333882308156,2000.0,44.4680311834779,-59.00109382126156,1,11.0,,,-2.262812963201372,,,209.48955517934303,,
411,418,1.291194580625405,1.3131857292005336,5.76739382885258e-07,2.2143418531966132e-09,1.2001706295450276e-09,0.021991148575128516,2000.0,44.4680311834779,-59.00109382126156,1,11.0,,,-2.262812963201372,,,209.48955517934303,,
481,488,1.5111060663766906,1.5330972149518192,8.911586806039339e-07,2.6129338652405877e-09,1.2659353565425135e-09,0.021991148575128516,2000.0,44.4680311834779,-59.00109382126156,1,11.0,,,-2.262812963201372,,,209.48955517934303,,
698,704,2.1928316722056755,2.2116812281272145,2.5924991263877184e-07,2.1762784079790414e-09,5.529967594952723e-10,0.01884955592153892,2000.0,44.4680311834779,-59.00109382126156,1,11.0,,,-2.262812963201372,,,209.48955517934303,,
1623,1630,5.098804876776234,5.120796025351363,5.897698966407021e-07,2.0352540363902717e-09,1.3904617457427548e-09,0.02199114857512896,2000.0,44.4680311834779,-59.00109382126156,1,11.0,,,-2.262812963201372,,,209.48955517934303,,
1737,1745,5.456946439285471,5.482079180514189,5.525417946014586e-07,2.1862384014526206e-09,1.1799448085270114e-09,0.02513274122871767,2000.0,44.4680311834779,-59.00109382126156,1,11.0,,,-2.262812963201372,,,209.48955517934303,,
istart,istop,tstart,tstop,ed_rec,ed_rec_err,ampl_rec,dur,total_n_valid_data_points,midlat_deg,inclination_deg,n_spots,beta_1,beta_2,beta_3,alpha_1,alphaa_2,alpha_3,lons_1,lons_2,lons_3
203,217,0.6377433086787281,0.6817256058289851,7.818737257683253e-06,2.7689067684125784e-09,1.1695894253094252e-08,0.04398229715025703,2000.0,23.149280226169786,-68.12205024277574,1,7.0,,,-1.555101656992928,,,210.4242318914631,,
1912,1922,6.006725153663685,6.0381410801995825,6.07360165060101e-07,2.318577692824636e-09,1.1967444812910344e-09,0.031415926535897754,2000.0,23.149280226169786,-68.12205024277574,1,7.0,,,-1.555101656992928,,,210.4242318914631,,
istart,istop,tstart,tstop,ed_rec,ed_rec_err,ampl_rec,dur,total_n_valid_data_points,midlat_deg,inclination_deg,n_spots,beta_1,beta_2,beta_3,alpha_1,alphaa_2,alpha_3,lons_1,lons_2,lons_3
480,490,1.5079644737231008,1.5393804002589988,6.274016896022651e-07,2.7329268528513704e-09,8.168912213335489e-10,0.031415926535897976,2000.0,66.74409205415759,-51.70011307417632,2,7.0,13.0,,-1.787946394786229,-2.3107936613200812,,346.89993498555486,236.47891555793083,
500,509,1.5707963267948966,1.5990706606772047,3.224074117056595e-07,2.5849355597323906e-09,5.541589409574499e-10,0.028274333882308156,2000.0,66.74409205415759,-51.70011307417632,2,7.0,13.0,,-1.787946394786229,-2.3107936613200812,,346.89993498555486,236.47891555793083,
608,615,1.9100883333825944,1.932079481957723,7.378051298665432e-07,2.023655889163377e-09,1.743875932547212e-09,0.021991148575128516,2000.0,66.74409205415759,-51.70011307417632,2,7.0,13.0,,-1.787946394786229,-2.3107936613200812,,346.89993498555486,236.47891555793083,
624,635,1.960353815840031,1.9949113350295187,2.4147061826513875e-06,2.4491375797591242e-09,4.421455201963909e-09,0.03455751918948757,2000.0,66.74409205415759,-51.70011307417632,2,7.0,13.0,,-1.787946394786229,-2.3107936613200812,,346.89993498555486,236.47891555793083,
742,751,2.3310617489636267,2.359336082845935,8.61212384113288e-07,2.300298783092206e-09,1.7112418149167752e-09,0.028274333882308156,2000.0,66.74409205415759,-51.70011307417632,2,7.0,13.0,,-1.787946394786229,-2.3107936613200812,,346.89993498555486,236.47891555793083,
774,780,2.4315927138785,2.450442269800039,4.513467624578547e-07,2.0539869430426386e-09,1.0459848542865302e-09,0.01884955592153892,2000.0,66.74409205415759,-51.70011307417632,2,7.0,13.0,,-1.787946394786229,-2.3107936613200812,,346.89993498555486,236.47891555793083,
941,947,2.9562386870279953,2.9750882429495342,4.797745470356946e-07,1.9510164082300255e-09,1.182644648878295e-09,0.01884955592153892,2000.0,66.74409205415759,-51.70011307417632,2,7.0,13.0,,-1.787946394786229,-2.3107936613200812,,346.89993498555486,236.47891555793083,
1002,1009,3.1478758388969728,3.1698669874721013,4.1668653970259615e-07,2.2107212949131796e-09,8.778124893638051e-10,0.021991148575128516,2000.0,66.74409205415759,-51.70011307417632,2,7.0,13.0,,-1.787946394786229,-2.3107936613200812,,346.89993498555486,236.47891555793083,
1101,1108,3.4588935116023625,3.480884660177491,2.3905831488122904e-07,2.636411685059266e-09,3.901667877670434e-10,0.021991148575128516,2000.0,66.74409205415759,-51.70011307417632,2,7.0,13.0,,-1.787946394786229,-2.3107936613200812,,346.89993498555486,236.47891555793083,
1120,1128,3.5185837720205684,3.543716513249287,4.806239373268932e-07,2.7053653165686195e-09,5.91815263462081e-10,0.025132741228718558,2000.0,66.74409205415759,-51.70011307417632,2,7.0,13.0,,-1.787946394786229,-2.3107936613200812,,346.89993498555486,236.47891555793083,
1160,1168,3.6442474781641603,3.6693802193928784,1.4562769120107442e-06,2.08911998169171e-09,3.298345152558113e-09,0.025132741228718114,2000.0,66.74409205415759,-51.70011307417632,2,7.0,13.0,,-1.787946394786229,-2.3107936613200812,,346.89993498555486,236.47891555793083,
1179,1190,3.703937738582366,3.738495257771854,1.7690147267426156e-06,2.5908958024236625e-09,3.0459486044520645e-09,0.034557519189487795,2000.0,66.74409205415759,-51.70011307417632,2,7.0,13.0,,-1.787946394786229,-2.3107936613200812,,346.89993498555486,236.47891555793083,
1631,1636,5.123937618004953,5.139645581272902,2.3756855193380995e-07,1.994900643860898e-09,5.645905964968279e-10,0.015707963267948877,2000.0,66.74409205415759,-51.70011307417632,2,7.0,13.0,,-1.787946394786229,-2.3107936613200812,,346.89993498555486,236.47891555793083,
1660,1673,5.215043804959057,5.255884509455724,5.353623109266283e-06,2.4563543208091844e-09,9.332177919318951e-09,0.04084070449666655,2000.0,66.74409205415759,-51.70011307417632,2,7.0,13.0,,-1.787946394786229,-2.3107936613200812,,346.89993498555486,236.47891555793083,
1735,1743,5.450663253978291,5.47579599520701,4.1108404740778227e-07,2.2620268195105157e-09,8.364371417712846e-10,0.025132741228718558,2000.0,66.74409205415759,-51.70011307417632,2,7.0,13.0,,-1.787946394786229,-2.3107936613200812,,346.89993498555486,236.47891555793083,
1789,1798,5.62030925727214,5.648583591154448,7.735082107931994e-07,2.7479710122771345e-09,9.511811338569487e-10,0.028274333882308156,2000.0,66.74409205415759,-51.70011307417632,2,7.0,13.0,,-1.787946394786229,-2.3107936613200812,,346.89993498555486,236.47891555793083,
1857,1867,5.833937557716246,5.865353484252144,2.133949271481478e-06,1.9601639976043017e-09,5.270628378184483e-09,0.031415926535897754,2000.0,66.74409205415759,-51.70011307417632,2,7.0,13.0,,-1.787946394786229,-2.3107936613200812,,346.89993498555486,236.47891555793083,
1938,1947,6.08840656265702,6.116680896539328,1.9962565538837985e-06,2.0696459762775686e-09,4.59982651968005e-09,0.028274333882308156,2000.0,66.74409205415759,-51.70011307417632,2,7.0,13.0,,-1.787946394786229,-2.3107936613200812,,346.89993498555486,236.47891555793083,
istart,istop,tstart,tstop,ed_rec,ed_rec_err,ampl_rec,dur,total_n_valid_data_points,midlat_deg,inclination_deg,n_spots,beta_1,beta_2,beta_3,alpha_1,alphaa_2,alpha_3,lons_1,lons_2,lons_3
38,42,0.11938052083641215,0.13194689145077132,3.733447923806018e-08,2.4259910001751593e-09,6.398659380124627e-11,0.012566370614359168,2000.0,73.53422091314594,70.13822915055023,3,2.0,17.0,10.0,-1.8754581837578528,-2.203975668916887,-2.1148179948753123,183.42803008380122,242.19559727946833,206.9830944932567
506,511,1.5896458827164355,1.6053538459843844,2.472599667808084e-07,2.100556838854409e-09,5.499871669201184e-10,0.015707963267948877,2000.0,73.53422091314594,70.13822915055023,3,2.0,17.0,10.0,-1.8754581837578528,-2.203975668916887,-2.1148179948753123,183.42803008380122,242.19559727946833,206.9830944932567
539,544,1.6933184402848986,1.7090264035528475,1.5019315346912703e-07,1.997055561020228e-09,3.5684899479804244e-10,0.015707963267948877,2000.0,73.53422091314594,70.13822915055023,3,2.0,17.0,10.0,-1.8754581837578528,-2.203975668916887,-2.1148179948753123,183.42803008380122,242.19559727946833,206.9830944932567
559,568,1.7561502933566944,1.7844246272390025,1.4059033606252836e-07,2.695223314537413e-09,2.375604157833777e-10,0.028274333882308156,2000.0,73.53422091314594,70.13822915055023,3,2.0,17.0,10.0,-1.8754581837578528,-2.203975668916887,-2.1148179948753123,183.42803008380122,242.19559727946833,206.9830944932567
599,604,1.8818139995002863,1.8975219627682351,1.4506739978233477e-07,2.164371775273924e-09,3.072517795743579e-10,0.015707963267948877,2000.0,73.53422091314594,70.13822915055023,3,2.0,17.0,10.0,-1.8754581837578528,-2.203975668916887,-2.1148179948753123,183.42803008380122,242.19559727946833,206.9830944932567
665,673,2.0891591146372126,2.1142918558659307,1.4672707092323304e-06,1.9267577302941108e-09,3.688456873263135e-09,0.025132741228718114,2000.0,73.53422091314594,70.13822915055023,3,2.0,17.0,10.0,-1.8754581837578528,-2.203975668916887,-2.1148179948753123,183.42803008380122,242.19559727946833,206.9830944932567
680,691,2.1362830044410592,2.170840523630547,2.970830026013406e-06,2.267840975730013e-09,6.03896577189289e-09,0.034557519189487795,2000.0,73.53422091314594,70.13822915055023,3,2.0,17.0,10.0,-1.8754581837578528,-2.203975668916887,-2.1148179948753123,183.42803008380122,242.19559727946833,206.9830944932567
758,762,2.3813272314210634,2.3938936020354227,1.772541266494151e-07,1.977014122181268e-09,4.255606977920934e-10,0.012566370614359279,2000.0,73.53422091314594,70.13822915055023,3,2.0,17.0,10.0,-1.8754581837578528,-2.203975668916887,-2.1148179948753123,183.42803008380122,242.19559727946833,206.9830944932567
787,797,2.4724334183751675,2.5038493449110653,5.283049100378833e-07,2.614724015004008e-09,9.164153880192316e-10,0.031415926535897754,2000.0,73.53422091314594,70.13822915055023,3,2.0,17.0,10.0,-1.8754581837578528,-2.203975668916887,-2.1148179948753123,183.42803008380122,242.19559727946833,206.9830944932567
846,851,2.6577873849369653,2.673495348204914,1.9267930265205942e-07,2.240077855695355e-09,3.849471852390707e-10,0.015707963267948877,2000.0,73.53422091314594,70.13822915055023,3,2.0,17.0,10.0,-1.8754581837578528,-2.203975668916887,-2.1148179948753123,183.42803008380122,242.19559727946833,206.9830944932567
875,881,2.748893571891069,2.767743127812608,1.5620216939376268e-07,2.3483175347346813e-09,2.995317327503244e-10,0.01884955592153892,2000.0,73.53422091314594,70.13822915055023,3,2.0,17.0,10.0,-1.8754581837578528,-2.203975668916887,-2.1148179948753123,183.42803008380122,242.19559727946833,206.9830944932567
980,988,3.0787608005179976,3.1038935417467157,5.260856345604262e-07,2.0805126814329546e-09,1.2044767405683388e-09,0.025132741228718114,2000.0,73.53422091314594,70.13822915055023,3,2.0,17.0,10.0,-1.8754581837578528,-2.203975668916887,-2.1148179948753123,183.42803008380122,242.19559727946833,206.9830944932567
1124,1139,3.5311501426349277,3.5782740324387747,3.830965909035583e-05,2.1956887737609264e-09,8.174088295120896e-08,0.047123889803847074,2000.0,73.53422091314594,70.13822915055023,3,2.0,17.0,10.0,-1.8754581837578528,-2.203975668916887,-2.1148179948753123,183.42803008380122,242.19559727946833,206.9830944932567
1184,1194,3.719645701850315,3.7510616283862133,1.6874760312214887e-06,2.8002579735436552e-09,2.418759192934772e-09,0.0314159265358982,2000.0,73.53422091314594,70.13822915055023,3,2.0,17.0,10.0,-1.8754581837578528,-2.203975668916887,-2.1148179948753123,183.42803008380122,242.19559727946833,206.9830944932567
1244,1252,3.908141261065703,3.933274002294421,5.631032724757675e-07,2.0390579257625562e-09,1.320653808534189e-09,0.025132741228718114,2000.0,73.53422091314594,70.13822915055023,3,2.0,17.0,10.0,-1.8754581837578528,-2.203975668916887,-2.1148179948753123,183.42803008380122,242.19559727946833,206.9830944932567
1296,1307,4.071504079052372,4.10606159824186,2.3236312684799623e-06,2.455041418096866e-09,4.243762674605023e-09,0.03455751918948824,2000.0,73.53422091314594,70.13822915055023,3,2.0,17.0,10.0,-1.8754581837578528,-2.203975668916887,-2.1148179948753123,183.42803008380122,242.19559727946833,206.9830944932567
1411,1421,4.432787234215199,4.464203160751096,1.1830687438475638e-06,2.8146808022289596e-09,1.5761394411839547e-09,0.031415926535897754,2000.0,73.53422091314594,70.13822915055023,3,2.0,17.0,10.0,-1.8754581837578528,-2.203975668916887,-2.1148179948753123,183.42803008380122,242.19559727946833,206.9830944932567
1485,1491,4.665265090580843,4.6841146465023815,4.6365632207536365e-07,1.94555022090265e-09,1.1511627207028141e-09,0.018849555921538474,2000.0,73.53422091314594,70.13822915055023,3,2.0,17.0,10.0,-1.8754581837578528,-2.203975668916887,-2.1148179948753123,183.42803008380122,242.19559727946833,206.9830944932567
1570,1578,4.932300466135976,4.957433207364693,5.988528218558459e-07,2.6290214850698674e-09,8.569225329324581e-10,0.02513274122871767,2000.0,73.53422091314594,70.13822915055023,3,2.0,17.0,10.0,-1.8754581837578528,-2.203975668916887,-2.1148179948753123,183.42803008380122,242.19559727946833,206.9830944932567
1697,1701,5.3312827331418795,5.343849103756239,1.283807047145069e-07,2.3549859704504e-09,2.1730706123435084e-10,0.012566370614359279,2000.0,73.53422091314594,70.13822915055023,3,2.0,17.0,10.0,-1.8754581837578528,-2.203975668916887,-2.1148179948753123,183.42803008380122,242.19559727946833,206.9830944932567
1801,1808,5.658008369115218,5.679999517690346,6.95400345679823e-07,2.050000109877484e-09,1.6144694470199283e-09,0.021991148575128072,2000.0,73.53422091314594,70.13822915055023,3,2.0,17.0,10.0,-1.8754581837578528,-2.203975668916887,-2.1148179948753123,183.42803008380122,242.19559727946833,206.9830944932567
1875,1882,5.8904862254808625,5.912477374055991,9.063521773131209e-07,2.015680521903661e-09,2.151125055860348e-09,0.021991148575128072,2000.0,73.53422091314594,70.13822915055023,3,2.0,17.0,10.0,-1.8754581837578528,-2.203975668916887,-2.1148179948753123,183.42803008380122,242.19559727946833,206.9830944932567
1960,1963,6.157521601035995,6.166946378996764,7.641474994533398e-08,1.9724799491938755e-09,1.7894619119829258e-10,0.009424777960768793,2000.0,73.53422091314594,70.13822915055023,3,2.0,17.0,10.0,-1.8754581837578528,-2.203975668916887,-2.1148179948753123,183.42803008380122,242.19559727946833,206.9830944932567
istart,istop,tstart,tstop,ed_rec,ed_rec_err,ampl_rec,dur,total_n_valid_data_points,midlat_deg,inclination_deg,n_spots,beta_1,beta_2,beta_3,alpha_1,alphaa_2,alpha_3,lons_1,lons_2,lons_3
1230,1245,3.864158963915446,3.9112828537192925,2.1851800302244967e-05,2.210386544545435e-09,4.6889890636947484e-08,0.04712388980384663,2000.0,12.147703316159577,52.58104727564763,1,7.0,,,-2.4707576967680813,,,230.0916445406901,,
1615,1621,5.0736721355475165,5.092521691469055,3.0237993015923716e-07,2.1685270030026863e-09,6.513742878411222e-10,0.018849555921538474,2000.0,12.147703316159577,52.58104727564763,1,7.0,,,-2.4707576967680813,,,230.0916445406901,,
1657,1662,5.205619026998288,5.2213269902662365,2.2670789195438084e-07,1.9357347756573478e-09,5.640945488494253e-10,0.015707963267948877,2000.0,12.147703316159577,52.58104727564763,1,7.0,,,-2.4707576967680813,,,230.0916445406901,,
istart,istop,tstart,tstop,ed_rec,ed_rec_err,ampl_rec,dur,total_n_valid_data_points,midlat_deg,inclination_deg,n_spots,beta_1,beta_2,beta_3,alpha_1,alphaa_2,alpha_3,lons_1,lons_2,lons_3
488,494,1.5330972149518192,1.5519467708733579,1.8733585239734244e-07,2.3798646793993174e-09,3.363875844542008e-10,0.018849555921538697,2000.0,3.3337442200740077,65.06458381569895,3,13.0,14.0,9.0,-2.330247257977536,-2.1231011975223093,-2.4246106368249882,165.00175615631497,278.43661761004284,38.96686807840476
630,636,1.9792033717615698,1.9980529276831085,1.620207309566423e-07,2.057052985458569e-09,3.766968958984762e-10,0.018849555921538697,2000.0,3.3337442200740077,65.06458381569895,3,13.0,14.0,9.0,-2.330247257977536,-2.1231011975223093,-2.4246106368249882,165.00175615631497,278.43661761004284,38.96686807840476
1177,1185,3.6976545532751866,3.722787294503905,5.733407368537606e-07,2.336275858062437e-09,1.0955438778381676e-09,0.025132741228718558,2000.0,3.3337442200740077,65.06458381569895,3,13.0,14.0,9.0,-2.330247257977536,-2.1231011975223093,-2.4246106368249882,165.00175615631497,278.43661761004284,38.96686807840476
1233,1242,3.873583741876215,3.9018580757585233,1.5557589397652678e-06,2.113819578744252e-09,3.4880436317052954e-09,0.028274333882308156,2000.0,3.3337442200740077,65.06458381569895,3,13.0,14.0,9.0,-2.330247257977536,-2.1231011975223093,-2.4246106368249882,165.00175615631497,278.43661761004284,38.96686807840476
1255,1265,3.9426987802551907,3.9741147067910885,9.09696218391811e-07,2.584946776919341e-09,1.5499901362403534e-09,0.031415926535897754,2000.0,3.3337442200740077,65.06458381569895,3,13.0,14.0,9.0,-2.330247257977536,-2.1231011975223093,-2.4246106368249882,165.00175615631497,278.43661761004284,38.96686807840476
1322,1351,4.153185488045707,4.244291674999811,3.2119771069181115e-05,2.1150633842605907e-09,7.267318524739608e-08,0.09110618695410455,2000.0,3.3337442200740077,65.06458381569895,3,13.0,14.0,9.0,-2.330247257977536,-2.1231011975223093,-2.4246106368249882,165.00175615631497,278.43661761004284,38.96686807840476
1511,1519,4.746946499574178,4.7720792408028965,6.28371680899101e-07,2.1897249574689344e-09,1.3299146228717973e-09,0.025132741228718558,2000.0,3.3337442200740077,65.06458381569895,3,13.0,14.0,9.0,-2.330247257977536,-2.1231011975223093,-2.4246106368249882,165.00175615631497,278.43661761004284,38.96686807840476
1639,1649,5.149070359233671,5.180486285769569,6.742267025520497e-07,2.1580037799929355e-09,1.4746237564366993e-09,0.031415926535897754,2000.0,3.3337442200740077,65.06458381569895,3,13.0,14.0,9.0,-2.330247257977536,-2.1231011975223093,-2.4246106368249882,165.00175615631497,278.43661761004284,38.96686807840476
1857,1863,5.833937557716246,5.852787113637785,4.34191043389103e-07,1.8884505620677626e-09,1.1160461443893155e-09,0.018849555921538474,2000.0,3.3337442200740077,65.06458381569895,3,13.0,14.0,9.0,-2.330247257977536,-2.1231011975223093,-2.4246106368249882,165.00175615631497,278.43661761004284,38.96686807840476
1883,1890,5.915618966709581,5.937610115284709,1.9288530676865452e-07,2.537631576854494e-09,3.3603586579999956e-10,0.021991148575128072,2000.0,3.3337442200740077,65.06458381569895,3,13.0,14.0,9.0,-2.330247257977536,-2.1231011975223093,-2.4246106368249882,165.00175615631497,278.43661761004284,38.96686807840476
1914,1922,6.013008338970864,6.0381410801995825,6.573792664137216e-07,2.381996237560438e-09,1.2162812978999682e-09,0.025132741228718558,2000.0,3.3337442200740077,65.06458381569895,3,13.0,14.0,9.0,-2.330247257977536,-2.1231011975223093,-2.4246106368249882,165.00175615631497,278.43661761004284,38.96686807840476
istart,istop,tstart,tstop,ed_rec,ed_rec_err,ampl_rec,dur,total_n_valid_data_points,midlat_deg,inclination_deg,n_spots,beta_1,beta_2,beta_3,alpha_1,alphaa_2,alpha_3,lons_1,lons_2,lons_3
399,402,1.2534954687823274,1.2629202467430969,1.575455356182156e-08,2.3378120571284114e-09,2.1630253144167e-11,0.00942477796076946,2000.0,38.06042289894529,-61.50255750611528,1,3.0,,,-2.12852382271021,,,49.730070844093966,,
1394,1404,4.379380159104172,4.41079608564007,5.358521884749536e-06,1.991663333547597e-09,1.294608797941521e-08,0.031415926535897754,2000.0,38.06042289894529,-61.50255750611528,1,3.0,,,-2.12852382271021,,,49.730070844093966,,
istart,istop,tstart,tstop,ed_rec,ed_rec_err,ampl_rec,dur,total_n_valid_data_points,midlat_deg,inclination_deg,n_spots,beta_1,beta_2,beta_3,alpha_1,alphaa_2,alpha_3,lons_1,lons_2,lons_3
143,148,0.44924774946334045,0.4649557127312894,1.0812726955978938e-07,2.388638003812275e-09,2.0118373633692954e-10,0.015707963267948932,2000.0,75.09669789813546,72.53730091673577,1,13.0,,,-1.9416537272703873,,,118.73604840150813,,
177,182,0.5560618996853934,0.5717698629533424,1.3718481920907846e-07,2.269638935037703e-09,2.6873481218103734e-10,0.015707963267948988,2000.0,75.09669789813546,72.53730091673577,1,13.0,,,-1.9416537272703873,,,118.73604840150813,,
307,315,0.9644689446520666,0.9896016858807849,3.8239613592324346e-07,1.9217611716991107e-09,9.665850342344129e-10,0.025132741228718336,2000.0,75.09669789813546,72.53730091673577,1,13.0,,,-1.9416537272703873,,,118.73604840150813,,
332,347,1.0430087609918113,1.0901326507956584,2.6178939855246315e-06,2.5358197407167695e-09,4.735787983989326e-09,0.047123889803847074,2000.0,75.09669789813546,72.53730091673577,1,13.0,,,-1.9416537272703873,,,118.73604840150813,,
691,702,2.170840523630547,2.205398042820035,2.315702641345684e-06,2.5941661388025743e-09,3.5545693055638594e-09,0.034557519189487795,2000.0,75.09669789813546,72.53730091673577,1,13.0,,,-1.9416537272703873,,,118.73604840150813,,
733,742,2.3027874150813186,2.3310617489636267,4.144158536015983e-07,2.7708811157401794e-09,4.950972964934408e-10,0.028274333882308156,2000.0,75.09669789813546,72.53730091673577,1,13.0,,,-1.9416537272703873,,,118.73604840150813,,
1063,1067,3.33951299076595,3.3520793613803095,1.504112719296621e-07,1.964689491177632e-09,3.622464550545601e-10,0.012566370614359279,2000.0,75.09669789813546,72.53730091673577,1,13.0,,,-1.9416537272703873,,,118.73604840150813,,
1429,1434,4.489335901979815,4.505043865247764,1.438123296464774e-07,2.014352314166445e-09,3.416495975017142e-10,0.015707963267948877,2000.0,75.09669789813546,72.53730091673577,1,13.0,,,-1.9416537272703873,,,118.73604840150813,,
1528,1531,4.800353574685204,4.809778352645973,6.212054739157599e-08,1.914664117001543e-09,1.5072032510943245e-10,0.009424777960769681,2000.0,75.09669789813546,72.53730091673577,1,13.0,,,-1.9416537272703873,,,118.73604840150813,,
1602,1605,5.032831431050849,5.042256209011618,1.910311491784334e-08,2.3029453341172657e-09,3.009015259181069e-11,0.009424777960768793,2000.0,75.09669789813546,72.53730091673577,1,13.0,,,-1.9416537272703873,,,118.73604840150813,,
istart,istop,tstart,tstop,ed_rec,ed_rec_err,ampl_rec,dur,total_n_valid_data_points,midlat_deg,inclination_deg,n_spots,beta_1,beta_2,beta_3,alpha_1,alphaa_2,alpha_3,lons_1,lons_2,lons_3
53,60,0.16650441064025903,0.1884955592153876,3.441337341049177e-07,2.0559138957173e-09,7.97881760661312e-10,0.021991148575128572,2000.0,19.016649759122842,9.177608649219163,3,5.0,16.0,11.0,-2.4961786115196016,-2.4297317463359165,-1.9105635465087387,40.931802708445076,338.8887435376085,353.85916024465325
100,109,0.3141592653589793,0.34243359924128747,1.7160263454566955e-06,2.0567409308959788e-09,3.986927232801918e-09,0.028274333882308156,2000.0,19.016649759122842,9.177608649219163,3,5.0,16.0,11.0,-2.4961786115196016,-2.4297317463359165,-1.9105635465087387,40.931802708445076,338.8887435376085,353.85916024465325
304,313,0.9550441666912972,0.9833185005736053,2.3371842057819643e-07,2.2008905472169814e-09,5.006541847762946e-10,0.028274333882308045,2000.0,19.016649759122842,9.177608649219163,3,5.0,16.0,11.0,-2.4961786115196016,-2.4297317463359165,-1.9105635465087387,40.931802708445076,338.8887435376085,353.85916024465325
446,452,1.4011503235010478,1.4199998794225865,4.540387384287913e-07,1.927494586049967e-09,1.138868555017325e-09,0.018849555921538697,2000.0,19.016649759122842,9.177608649219163,3,5.0,16.0,11.0,-2.4961786115196016,-2.4297317463359165,-1.9105635465087387,40.931802708445076,338.8887435376085,353.85916024465325
517,523,1.624203401905923,1.643052957827462,2.2299138000390664e-07,2.1467619914920338e-09,4.860312152743518e-10,0.01884955592153892,2000.0,19.016649759122842,9.177608649219163,3,5.0,16.0,11.0,-2.4961786115196016,-2.4297317463359165,-1.9105635465087387,40.931802708445076,338.8887435376085,353.85916024465325
577,585,1.8126989611213107,1.837831702350029,2.1381389058177633e-07,2.5205773274777442e-09,3.782412161257298e-10,0.025132741228718336,2000.0,19.016649759122842,9.177608649219163,3,5.0,16.0,11.0,-2.4961786115196016,-2.4297317463359165,-1.9105635465087387,40.931802708445076,338.8887435376085,353.85916024465325
635,644,1.9949113350295187,2.023185668911827,1.4017377138951215e-06,2.5229456252271476e-09,2.3074568922254457e-09,0.028274333882308378,2000.0,19.016649759122842,9.177608649219163,3,5.0,16.0,11.0,-2.4961786115196016,-2.4297317463359165,-1.9105635465087387,40.931802708445076,338.8887435376085,353.85916024465325
681,685,2.1394245970946493,2.1519909677090086,6.739269780136476e-08,2.1069883827154456e-09,1.4693601890769514e-10,0.012566370614359279,2000.0,19.016649759122842,9.177608649219163,3,5.0,16.0,11.0,-2.4961786115196016,-2.4297317463359165,-1.9105635465087387,40.931802708445076,338.8887435376085,353.85916024465325
714,720,2.243097154663112,2.261946710584651,3.0158942401721157e-07,2.030013846025815e-09,7.032014970320688e-10,0.01884955592153892,2000.0,19.016649759122842,9.177608649219163,3,5.0,16.0,11.0,-2.4961786115196016,-2.4297317463359165,-1.9105635465087387,40.931802708445076,338.8887435376085,353.85916024465325
787,796,2.4724334183751675,2.5007077522574757,1.269771705820316e-06,2.280484253218122e-09,2.557752010190484e-09,0.028274333882308156,2000.0,19.016649759122842,9.177608649219163,3,5.0,16.0,11.0,-2.4961786115196016,-2.4297317463359165,-1.9105635465087387,40.931802708445076,338.8887435376085,353.85916024465325
817,821,2.566681197982861,2.5792475685972205,9.21172299095094e-08,1.870385493442937e-09,2.3667290349749237e-10,0.012566370614359279,2000.0,19.016649759122842,9.177608649219163,3,5.0,16.0,11.0,-2.4961786115196016,-2.4297317463359165,-1.9105635465087387,40.931802708445076,338.8887435376085,353.85916024465325
892,896,2.8023006470020957,2.814867017616455,7.671194312820555e-08,1.8993526332640936e-09,1.937461302503607e-10,0.012566370614359279,2000.0,19.016649759122842,9.177608649219163,3,5.0,16.0,11.0,-2.4961786115196016,-2.4297317463359165,-1.9105635465087387,40.931802708445076,338.8887435376085,353.85916024465325
997,1004,3.132167875629024,3.1541590242041524,3.2530370422286726e-07,2.4295270063633365e-09,5.92632831697415e-10,0.021991148575128516,2000.0,19.016649759122842,9.177608649219163,3,5.0,16.0,11.0,-2.4961786115196016,-2.4297317463359165,-1.9105635465087387,40.931802708445076,338.8887435376085,353.85916024465325
