tstamp,nspots,hem,nflares,c,latitude,mean_of_wtd_means,mean_of_wtd_stds,std_of_wtd_means,std__of_wtd_stds
2022_03_28_22_32_2022_03_28_22_14,3-5,bi-hem.,1.25-2.5,#230072B2,60,0.18247086753521835,0.16205294864916456,0.005556586674723279,0.005523483643328412
2022_03_28_22_32_2022_03_28_22_14,3-5,bi-hem.,1.25-2.5,#230072B2,65,0.18004334976649874,0.15918763021919122,0.00576618658399662,0.004978806382175258
2022_03_28_22_32_2022_03_28_22_14,3-5,bi-hem.,1.25-2.5,#230072B2,70,0.18041166207437145,0.15867933886481786,0.007505870515666996,0.007456340342865557
2022_03_28_22_32_2022_03_28_22_14,3-5,bi-hem.,1.25-2.5,#230072B2,75,0.178351065017779,0.1570964963545977,0.006418218872259921,0.0061445962180699774
2022_03_28_22_32_2022_03_28_22_14,3-5,bi-hem.,1.25-2.5,#230072B2,80,0.17989246439303877,0.1603194142415603,0.006892285226571448,0.006471321270504218
2022_03_31_15_22_2022_03_31_15_04,3-5,bi-hem.,1-2,#230072B2,10,0.21554869040608543,0.18401998501234057,0.010489176603766429,0.008859243147339319
2022_03_31_15_22_2022_03_31_15_04,3-5,bi-hem.,1-2,#230072B2,15,0.21558810212945012,0.18302605052347887,0.00897173018864279,0.008095922119914318
2022_03_31_15_22_2022_03_31_15_04,3-5,bi-hem.,1-2,#230072B2,20,0.21601113214062823,0.18537344228028932,0.008685381523746084,0.008824459815390285
2022_03_31_15_22_2022_03_31_15_04,3-5,bi-hem.,1-2,#230072B2,25,0.21051463959256114,0.18003394364371597,0.005700704007883657,0.006491813217639087
2022_03_31_15_22_2022_03_31_15_04,3-5,bi-hem.,1-2,#230072B2,30,0.21263981330336382,0.18088240734828118,0.008249746179435156,0.007423461331300892
2022_03_31_15_22_2022_03_31_15_04,3-5,bi-hem.,1-2,#230072B2,35,0.21455280521542688,0.18152342658052892,0.006047224895194812,0.007651113120458769
2022_03_31_15_22_2022_03_31_15_04,3-5,bi-hem.,1-2,#230072B2,40,0.21543006920057292,0.1821576540424486,0.008297175449645759,0.008482845732091888
2022_03_31_15_22_2022_03_31_15_04,3-5,bi-hem.,1-2,#230072B2,45,0.212211056313593,0.17961380451844278,0.007211467908403499,0.00586174773784306
2022_03_31_15_22_2022_03_31_15_04,3-5,bi-hem.,1-2,#230072B2,50,0.21032938888958796,0.1763420474079935,0.009119885325699573,0.008140763456619148
2022_03_31_15_22_2022_03_31_15_04,3-5,bi-hem.,1-2,#230072B2,55,0.21077249758341748,0.17796681944111956,0.009173719304174587,0.007436126410074602
2022_03_31_15_22_2022_03_31_15_04,3-5,bi-hem.,1-2,#230072B2,60,0.2108199010434926,0.17682776076591364,0.00854079676819588,0.006931855161260328
2022_03_31_15_22_2022_03_31_15_04,3-5,bi-hem.,1-2,#230072B2,65,0.21155296270439436,0.17831309011101118,0.009037149041813228,0.008323200887278373
2022_03_31_15_22_2022_03_31_15_04,3-5,bi-hem.,1-2,#230072B2,70,0.2099897855678683,0.17807756468195587,0.007456880925880074,0.00955884070127141
2022_03_31_15_22_2022_03_31_15_04,3-5,bi-hem.,1-2,#230072B2,75,0.21049254079985724,0.1758441749009984,0.007203713930911341,0.00713782897480223
2022_03_31_15_22_2022_03_31_15_04,3-5,bi-hem.,1-2,#230072B2,80,0.2093551589634764,0.17518677892757745,0.009036055010859493,0.00822487209031871
2022_03_31_10_18_2022_03_31_09_59,1-3,mono-hem.,20-30,#56B4E9,10,0.03992747529907911,0.05538630320697422,0.0015299975686579401,0.003918943333620229
2022_03_31_10_18_2022_03_31_09_59,1-3,mono-hem.,20-30,#56B4E9,15,0.038913879139808115,0.05201846507877349,0.0013553453822603638,0.004152296030102479
2022_03_31_10_18_2022_03_31_09_59,1-3,mono-hem.,20-30,#56B4E9,20,0.037837149569486944,0.048552639699187085,0.0010575931986823125,0.0032873540961614245
2022_03_31_10_18_2022_03_31_09_59,1-3,mono-hem.,20-30,#56B4E9,25,0.03713501832475236,0.04613947119656578,0.0009551316095516079,0.002769502144593289
2022_03_31_10_18_2022_03_31_09_59,1-3,mono-hem.,20-30,#56B4E9,30,0.03661373451475908,0.04442121747571599,0.0010435014765287698,0.0027516812455136838
2022_03_31_10_18_2022_03_31_09_59,1-3,mono-hem.,20-30,#56B4E9,35,0.03592421455292104,0.04175128712954089,0.001052406477820499,0.00334824185409109
2022_03_31_10_18_2022_03_31_09_59,1-3,mono-hem.,20-30,#56B4E9,40,0.035594292711092226,0.040382540218743296,0.0008698767102148097,0.0024452703914192306
2022_03_31_10_18_2022_03_31_09_59,1-3,mono-hem.,20-30,#56B4E9,45,0.03527559443502679,0.03890725701126284,0.0007844466528376086,0.002533589326060341
2022_03_31_10_18_2022_03_31_09_59,1-3,mono-hem.,20-30,#56B4E9,50,0.03473131340514945,0.037349245620828996,0.0007732635984767249,0.001917751068138404
2022_03_31_10_18_2022_03_31_09_59,1-3,mono-hem.,20-30,#56B4E9,55,0.03429435339539136,0.03562966313647239,0.0006641526530645679,0.0017752640802133329
2022_03_31_10_18_2022_03_31_09_59,1-3,mono-hem.,20-30,#56B4E9,60,0.03398944840248792,0.03439337961774619,0.0006351947512397319,0.0020335073259991863
2022_03_31_10_18_2022_03_31_09_59,1-3,mono-hem.,20-30,#56B4E9,65,0.033207373284460995,0.03135193563397849,0.0006215525946732856,0.0020238421941910167
2022_03_31_10_18_2022_03_31_09_59,1-3,mono-hem.,20-30,#56B4E9,70,0.03294364641202195,0.03001280802215294,0.000784239577146696,0.0017539351087782055
2022_03_31_10_18_2022_03_31_09_59,1-3,mono-hem.,20-30,#56B4E9,75,0.03287173492086024,0.029764709698773206,0.0008682045180601794,0.0018151660306940413
2022_03_31_10_18_2022_03_31_09_59,1-3,mono-hem.,20-30,#56B4E9,80,0.03233231626231364,0.028182652062590144,0.0007699648274684421,0.0015205389325268995
2022_03_28_22_55_2022_03_28_22_36,1-3,mono-hem.,10-20,#56B4E9,10,0.05664854053243665,0.07459329562061287,0.0015940457718842144,0.0042039471808239005
2022_03_28_22_55_2022_03_28_22_36,1-3,mono-hem.,10-20,#56B4E9,15,0.05438088882992072,0.06922545123739685,0.0019756420930164002,0.004558385489935428
2022_03_28_22_55_2022_03_28_22_36,1-3,mono-hem.,10-20,#56B4E9,20,0.052830738899285676,0.0654513804671208,0.0016501817610223026,0.003536476077181871
2022_03_28_22_55_2022_03_28_22_36,1-3,mono-hem.,10-20,#56B4E9,25,0.05157328581349286,0.062290207484901265,0.0013821358896784486,0.003115268375424947
2022_03_28_22_55_2022_03_28_22_36,1-3,mono-hem.,10-20,#56B4E9,30,0.04995619376509191,0.059064361431918413,0.0017326172769931206,0.003994216732892135
2022_03_28_22_55_2022_03_28_22_36,1-3,mono-hem.,10-20,#56B4E9,35,0.04943035000138489,0.05685788448778799,0.0013715686035228453,0.002760889769949369
2022_03_28_22_55_2022_03_28_22_36,1-3,mono-hem.,10-20,#56B4E9,40,0.048862018574947895,0.05533480881317742,0.0016270886039522203,0.0030399990862573227
2022_03_28_22_55_2022_03_28_22_36,1-3,mono-hem.,10-20,#56B4E9,45,0.04783264718518665,0.05318485447398057,0.0013688665485968293,0.003099456151243687
2022_03_28_22_55_2022_03_28_22_36,1-3,mono-hem.,10-20,#56B4E9,50,0.0472485475334369,0.051679513571033814,0.001226804076167623,0.002670041216144011
2022_03_28_22_55_2022_03_28_22_36,1-3,mono-hem.,10-20,#56B4E9,55,0.04663020321443781,0.049554940206867105,0.0012052534974214347,0.002758533040542928
2022_03_28_22_55_2022_03_28_22_36,1-3,mono-hem.,10-20,#56B4E9,60,0.04621491153404769,0.04869581484996065,0.0011986991122291183,0.0026397368505171907
2022_03_28_22_55_2022_03_28_22_36,1-3,mono-hem.,10-20,#56B4E9,65,0.045302593011639455,0.04584888738904228,0.0012324461672739379,0.0025614073729426073
2022_03_28_22_55_2022_03_28_22_36,1-3,mono-hem.,10-20,#56B4E9,70,0.04459841836078034,0.04465373416956971,0.0010488008365312131,0.0019885189396622793
2022_03_28_22_55_2022_03_28_22_36,1-3,mono-hem.,10-20,#56B4E9,75,0.04413539704009296,0.043154121478036274,0.0011712957151148956,0.002189278858154379
2022_03_28_22_55_2022_03_28_22_36,1-3,mono-hem.,10-20,#56B4E9,80,0.04389488603796224,0.042186989185304294,0.0009549397182296276,0.0017655649295875658
2022_03_31_09_49_2022_03_31_09_27,1-3,mono-hem.,9-14,#56B4E9,10,0.06855780669541939,0.08542324507778148,0.002748927802539306,0.005607645960842821
2022_03_31_09_49_2022_03_31_09_27,1-3,mono-hem.,9-14,#56B4E9,15,0.0655967154769432,0.07969268153980813,0.0018208819334068747,0.003832493203167146
2022_03_31_09_49_2022_03_31_09_27,1-3,mono-hem.,9-14,#56B4E9,20,0.06367586478711804,0.07621429161320817,0.0016196042149589926,0.003371924733060142
2022_03_31_09_49_2022_03_31_09_27,1-3,mono-hem.,9-14,#56B4E9,25,0.06229817739416874,0.07384204900634514,0.001894514522245486,0.0045488541469715475
2022_03_31_09_49_2022_03_31_09_27,1-3,mono-hem.,9-14,#56B4E9,30,0.06080605333786093,0.07025122650759756,0.0016978085000561353,0.0034265967220914618
2022_03_31_09_49_2022_03_31_09_27,1-3,mono-hem.,9-14,#56B4E9,35,0.05974435137429253,0.0683033925321799,0.001500366239049134,0.0027640412233933633
2022_03_31_09_49_2022_03_31_09_27,1-3,mono-hem.,9-14,#56B4E9,40,0.05855590287890493,0.06466220223036637,0.0018709380494402786,0.0034734348447140215
2022_03_31_09_49_2022_03_31_09_27,1-3,mono-hem.,9-14,#56B4E9,45,0.057951158306962215,0.06424642736943766,0.0018243017273728867,0.00364986742060622
2022_03_31_09_49_2022_03_31_09_27,1-3,mono-hem.,9-14,#56B4E9,50,0.056681773408927175,0.06126956379160006,0.0015508352062563325,0.002816851118187388
2022_03_31_09_49_2022_03_31_09_27,1-3,mono-hem.,9-14,#56B4E9,55,0.05580848223658968,0.05853978729417551,0.0015580705682096013,0.0025080304905893895
2022_03_31_09_49_2022_03_31_09_27,1-3,mono-hem.,9-14,#56B4E9,60,0.05515829680457117,0.05748324469796131,0.00152310036775849,0.0024391567963085183
2022_03_31_09_49_2022_03_31_09_27,1-3,mono-hem.,9-14,#56B4E9,65,0.054741543739078705,0.05587120975672212,0.0011977918549474212,0.00274043903050497
2022_03_31_09_49_2022_03_31_09_27,1-3,mono-hem.,9-14,#56B4E9,70,0.053704504692040855,0.05346975331045291,0.0014341817547172129,0.0020258038247183783
2022_03_31_09_49_2022_03_31_09_27,1-3,mono-hem.,9-14,#56B4E9,75,0.05325218889914879,0.05261841097440816,0.001184588447989663,0.0023659691749716594
2022_03_31_09_49_2022_03_31_09_27,1-3,mono-hem.,9-14,#56B4E9,80,0.05238033181229364,0.05055127671258746,0.0014367858288493998,0.0018900415002724223
2022_03_26_07_30_2022_03_26_07_09,1-3,mono-hem.,5-10,#56B4E9,10,0.09305547859220041,0.10856314641307334,0.0029086135640120003,0.005304914082595895
2022_03_26_07_30_2022_03_26_07_09,1-3,mono-hem.,5-10,#56B4E9,15,0.09000046966840097,0.10345349359402267,0.0033951233623967453,0.005288514430039289
2022_03_26_07_30_2022_03_26_07_09,1-3,mono-hem.,5-10,#56B4E9,20,0.087832444695746,0.10021250080699641,0.0029748564024431523,0.0044342656124698055
2022_03_26_07_30_2022_03_26_07_09,1-3,mono-hem.,5-10,#56B4E9,25,0.0849677636704779,0.09573222783515531,0.00278090651079407,0.004623577834077608
2022_03_26_07_30_2022_03_26_07_09,1-3,mono-hem.,5-10,#56B4E9,30,0.08327054211616058,0.09200542899568714,0.0025144531938491943,0.003911862194457246
2022_03_26_07_30_2022_03_26_07_09,1-3,mono-hem.,5-10,#56B4E9,35,0.08113438843212371,0.08888613774293623,0.0025640974183293043,0.00428109721044855
2022_03_26_07_30_2022_03_26_07_09,1-3,mono-hem.,5-10,#56B4E9,40,0.08051017433461947,0.0875012408802574,0.002266964775259628,0.004177109708193495
2022_03_26_07_30_2022_03_26_07_09,1-3,mono-hem.,5-10,#56B4E9,45,0.07859208323116178,0.08474336247898533,0.0022048806854727777,0.0027832989391055785
2022_03_26_07_30_2022_03_26_07_09,1-3,mono-hem.,5-10,#56B4E9,50,0.07707955214145958,0.08150138651753944,0.0022031382253882596,0.004216681553685934
2022_03_26_07_30_2022_03_26_07_09,1-3,mono-hem.,5-10,#56B4E9,55,0.07664258937581492,0.07978637885862158,0.0015994889561558522,0.0026280231542027787
2022_03_26_07_30_2022_03_26_07_09,1-3,mono-hem.,5-10,#56B4E9,60,0.07533848861860655,0.07729126265851217,0.0022838543953330273,0.0033560869084982787
2022_03_26_07_30_2022_03_26_07_09,1-3,mono-hem.,5-10,#56B4E9,65,0.07406159899412694,0.07589216547269624,0.002008650620368468,0.003458735675200566
2022_03_26_07_30_2022_03_26_07_09,1-3,mono-hem.,5-10,#56B4E9,70,0.0738391582181189,0.0744549749958257,0.0023080219503440673,0.0033854003305625754
2022_03_26_07_30_2022_03_26_07_09,1-3,mono-hem.,5-10,#56B4E9,75,0.07343542334044302,0.0734790705668465,0.001977944845309089,0.0034833026164106918
2022_03_26_07_30_2022_03_26_07_09,1-3,mono-hem.,5-10,#56B4E9,80,0.07212791662882603,0.07124619804943008,0.0017740568286922019,0.0030890256645849335
2022_03_31_09_19_2022_03_31_08_48,1-3,mono-hem.,4-8,#56B4E9,10,0.10865411788224019,0.12204173818127133,0.0038871785672974844,0.007060881785859749
2022_03_31_09_19_2022_03_31_08_48,1-3,mono-hem.,4-8,#56B4E9,15,0.10410187512934799,0.11478829257154281,0.004028096333460013,0.005504445314841073
2022_03_31_09_19_2022_03_31_08_48,1-3,mono-hem.,4-8,#56B4E9,20,0.10150773448383923,0.11067201866829872,0.003396602491807108,0.0059000558011808235
2022_03_31_09_19_2022_03_31_08_48,1-3,mono-hem.,4-8,#56B4E9,25,0.09933882766182013,0.10787364399812413,0.002595299897788646,0.0034005236665522205
2022_03_31_09_19_2022_03_31_08_48,1-3,mono-hem.,4-8,#56B4E9,30,0.09737535311222488,0.10471144469637476,0.0024408297040961636,0.004502546371274393
2022_03_31_09_19_2022_03_31_08_48,1-3,mono-hem.,4-8,#56B4E9,35,0.09578056165009532,0.10205618910695383,0.0032435357842641333,0.004512260723963051
2022_03_31_09_19_2022_03_31_08_48,1-3,mono-hem.,4-8,#56B4E9,40,0.0934089343318953,0.09942555868087953,0.0033504301920011114,0.00470904062592661
2022_03_31_09_19_2022_03_31_08_48,1-3,mono-hem.,4-8,#56B4E9,45,0.09237145043310048,0.09682241454779879,0.003147184670538555,0.004891580884544511
2022_03_31_09_19_2022_03_31_08_48,1-3,mono-hem.,4-8,#56B4E9,50,0.09128457219968783,0.09543941118790761,0.002732879336561547,0.0033651619476188703
2022_03_31_09_19_2022_03_31_08_48,1-3,mono-hem.,4-8,#56B4E9,55,0.09003585998229434,0.09273732958416206,0.0024688176593079744,0.0036622963224592934
2022_03_31_09_19_2022_03_31_08_48,1-3,mono-hem.,4-8,#56B4E9,60,0.08925971421389038,0.09099391910037186,0.0028651237768289733,0.004194709049438107
2022_03_31_09_19_2022_03_31_08_48,1-3,mono-hem.,4-8,#56B4E9,65,0.08876423982842481,0.08984360728434543,0.00304971287111364,0.005264241730011253
2022_03_31_09_19_2022_03_31_08_48,1-3,mono-hem.,4-8,#56B4E9,70,0.08632166275558065,0.0868449210284324,0.0020739174679751753,0.003120138649996632
2022_03_31_09_19_2022_03_31_08_48,1-3,mono-hem.,4-8,#56B4E9,75,0.08569987147829143,0.0843692627899654,0.002236072318814696,0.0035764919454343074
2022_03_31_09_19_2022_03_31_08_48,1-3,mono-hem.,4-8,#56B4E9,80,0.08533849841490258,0.08437032408208492,0.0020190659179650365,0.003193448754570411
2022_03_28_23_41_2022_03_28_23_21,1-3,mono-hem.,2.5-5,#56B4E9,10,0.1492031773813524,0.15188434583963079,0.005230599470810457,0.006431257181337964
2022_03_28_23_41_2022_03_28_23_21,1-3,mono-hem.,2.5-5,#56B4E9,15,0.1445488727266386,0.14633946932477493,0.005106242006725115,0.006377823590781019
2022_03_28_23_41_2022_03_28_23_21,1-3,mono-hem.,2.5-5,#56B4E9,20,0.139541778105887,0.14088174962467223,0.005515474086906235,0.0069504067405678745
2022_03_28_23_41_2022_03_28_23_21,1-3,mono-hem.,2.5-5,#56B4E9,25,0.13646626668256606,0.13579192291846479,0.005586772264504093,0.007851912425049503
2022_03_28_23_41_2022_03_28_23_21,1-3,mono-hem.,2.5-5,#56B4E9,30,0.1349586103714515,0.13343949423295748,0.0041843109678923575,0.005401135385080265
2022_03_28_23_41_2022_03_28_23_21,1-3,mono-hem.,2.5-5,#56B4E9,35,0.13425368943411253,0.13366946192290755,0.0034919046070303623,0.0052950388315703
2022_03_28_23_41_2022_03_28_23_21,1-3,mono-hem.,2.5-5,#56B4E9,40,0.13143189118451745,0.12867375255856986,0.004773579458356108,0.006634935669499561
2022_03_28_23_41_2022_03_28_23_21,1-3,mono-hem.,2.5-5,#56B4E9,45,0.12906675782401084,0.12633049990511525,0.004219779068069293,0.006374677799355235
2022_03_28_23_41_2022_03_28_23_21,1-3,mono-hem.,2.5-5,#56B4E9,50,0.1280847640522968,0.12449212264915842,0.004112351055093285,0.005834164566152023
2022_03_28_23_41_2022_03_28_23_21,1-3,mono-hem.,2.5-5,#56B4E9,55,0.12678705912928484,0.12367458301045485,0.003783867947003568,0.0054154884017908606
2022_03_28_23_41_2022_03_28_23_21,1-3,mono-hem.,2.5-5,#56B4E9,60,0.12611267101230234,0.12144368925978995,0.0037530958733413993,0.00547940414547764
2022_03_28_23_41_2022_03_28_23_21,1-3,mono-hem.,2.5-5,#56B4E9,65,0.12404537201893098,0.11975577911101166,0.004019571915077133,0.004429842181909414
2022_03_28_23_41_2022_03_28_23_21,1-3,mono-hem.,2.5-5,#56B4E9,70,0.12287440263515156,0.11720294721913065,0.0030718871533274524,0.005250544082162724
2022_03_28_23_41_2022_03_28_23_21,1-3,mono-hem.,2.5-5,#56B4E9,75,0.12217401609936755,0.11646719261149023,0.002845565505937869,0.004257414984167071
2022_03_28_23_41_2022_03_28_23_21,1-3,mono-hem.,2.5-5,#56B4E9,80,0.12035980663904948,0.11442810638708542,0.0035906392314768603,0.004572315716482546
2022_03_31_08_45_2022_03_31_08_27,1-3,mono-hem.,2-4,#56B4E9,10,0.1710786137854067,0.16435939440499617,0.006385909420955899,0.00696706795162598
2022_03_31_08_45_2022_03_31_08_27,1-3,mono-hem.,2-4,#56B4E9,15,0.16557298240522364,0.16084557328064839,0.00803246214731489,0.00928938163999474
2022_03_31_08_45_2022_03_31_08_27,1-3,mono-hem.,2-4,#56B4E9,20,0.16236197571500827,0.1559885558852994,0.005309322543569227,0.00804059847994054
2022_03_31_08_45_2022_03_31_08_27,1-3,mono-hem.,2-4,#56B4E9,25,0.16042910619280218,0.15380604078975751,0.0064828147026831165,0.007939108340998046
2022_03_31_08_45_2022_03_31_08_27,1-3,mono-hem.,2-4,#56B4E9,30,0.15705662173817067,0.15034670920171936,0.004772565390796793,0.0058612189812233765
2022_03_31_08_45_2022_03_31_08_27,1-3,mono-hem.,2-4,#56B4E9,35,0.15456350658628265,0.1473619998241535,0.003856015840522775,0.0056251832486567364
2022_03_31_08_45_2022_03_31_08_27,1-3,mono-hem.,2-4,#56B4E9,40,0.15362942910926236,0.14607614959442403,0.0035268476078071827,0.005881510396970106
2022_03_31_08_45_2022_03_31_08_27,1-3,mono-hem.,2-4,#56B4E9,45,0.15018245698237964,0.14195105925708615,0.005646252784947001,0.006885855962131288
2022_03_31_08_45_2022_03_31_08_27,1-3,mono-hem.,2-4,#56B4E9,50,0.15155948041986053,0.1428314735605235,0.004672316798528298,0.006609979351659655
2022_03_31_08_45_2022_03_31_08_27,1-3,mono-hem.,2-4,#56B4E9,55,0.14888131681669575,0.14010368615521987,0.004890288399356565,0.005384784834374744
2022_03_31_08_45_2022_03_31_08_27,1-3,mono-hem.,2-4,#56B4E9,60,0.14635115281383065,0.13842822943346386,0.004111535674179322,0.007050384810263404
2022_03_31_08_45_2022_03_31_08_27,1-3,mono-hem.,2-4,#56B4E9,65,0.1461652665538126,0.1364816856164954,0.0037172460800511736,0.005120980688983192
2022_03_31_08_45_2022_03_31_08_27,1-3,mono-hem.,2-4,#56B4E9,70,0.1435994714059531,0.13343657914399948,0.003912560660935241,0.00550940275637486
2022_03_31_08_45_2022_03_31_08_27,1-3,mono-hem.,2-4,#56B4E9,75,0.14330646939227495,0.13214902163307019,0.005387202734390589,0.007213848046724272
2022_03_31_08_45_2022_03_31_08_27,1-3,mono-hem.,2-4,#56B4E9,80,0.14149554416516696,0.13107707180528239,0.0038978980825360525,0.005044147060074179
2022_03_31_17_25_2022_03_31_17_08,1-3,mono-hem.,1-2,#56B4E9,10,0.24387500141609766,0.20265286975870112,0.012957721737509089,0.010734003579253176
2022_03_31_17_25_2022_03_31_17_08,1-3,mono-hem.,1-2,#56B4E9,15,0.241158138757769,0.20008915868863267,0.010478533347069404,0.009131843841157974
2022_03_31_17_25_2022_03_31_17_08,1-3,mono-hem.,1-2,#56B4E9,20,0.23578210020334353,0.19461860899566044,0.0077040517707012085,0.008146109554120737
2022_03_31_17_25_2022_03_31_17_08,1-3,mono-hem.,1-2,#56B4E9,25,0.2374860157467739,0.19559556970126088,0.009353539026291444,0.01069052248496132
2022_03_31_17_25_2022_03_31_17_08,1-3,mono-hem.,1-2,#56B4E9,30,0.23554542943378876,0.19104441506785572,0.010178266071293006,0.0109354473247086
2022_03_31_17_25_2022_03_31_17_08,1-3,mono-hem.,1-2,#56B4E9,35,0.23312581644457234,0.19020394601838989,0.010307895053879305,0.008938931597379834
2022_03_31_17_25_2022_03_31_17_08,1-3,mono-hem.,1-2,#56B4E9,40,0.23044794598771084,0.1900652745290002,0.009784908515011011,0.009668430615053443
2022_03_31_17_25_2022_03_31_17_08,1-3,mono-hem.,1-2,#56B4E9,45,0.22909797625277747,0.1871597374481881,0.007461329670374593,0.009174772455462232
2022_03_31_17_25_2022_03_31_17_08,1-3,mono-hem.,1-2,#56B4E9,50,0.22825067275669345,0.18720972716231168,0.006980302907556931,0.008024120591934008
2022_03_31_17_25_2022_03_31_17_08,1-3,mono-hem.,1-2,#56B4E9,55,0.22783959366476983,0.18557567562671146,0.007920947930299536,0.009611476761164061
2022_03_31_17_25_2022_03_31_17_08,1-3,mono-hem.,1-2,#56B4E9,60,0.2258381498499623,0.18405041554848026,0.008268805103068188,0.007951295560387093
2022_03_31_17_25_2022_03_31_17_08,1-3,mono-hem.,1-2,#56B4E9,65,0.2268115354475888,0.18323710761013312,0.007705078831115171,0.008976310273382514
2022_03_31_17_25_2022_03_31_17_08,1-3,mono-hem.,1-2,#56B4E9,70,0.22260305582583842,0.1825214080391078,0.006700845379442403,0.006214473101056098
2022_03_31_17_25_2022_03_31_17_08,1-3,mono-hem.,1-2,#56B4E9,75,0.22305331355347538,0.1833854563640996,0.006538484922618427,0.006712643842066273
2022_03_31_17_25_2022_03_31_17_08,1-3,mono-hem.,1-2,#56B4E9,80,0.22260792736019772,0.1807760136719184,0.007848987698999492,0.00813387097902355
2022_03_31_10_42_2022_03_31_10_22,3-5,mono-hem.,10-15,#009E73,10,0.04069721569354726,0.04049141259687825,0.0010028237232722788,0.0016110834712598765
2022_03_31_10_42_2022_03_31_10_22,3-5,mono-hem.,10-15,#009E73,15,0.039190848192934044,0.038277876514730344,0.0009158791953856382,0.0016479732379870286
2022_03_31_10_42_2022_03_31_10_22,3-5,mono-hem.,10-15,#009E73,20,0.0380568038949563,0.03656064056677654,0.0007420352356534852,0.0013075025468979005
2022_03_31_10_42_2022_03_31_10_22,3-5,mono-hem.,10-15,#009E73,25,0.037306490188567985,0.034958073384680925,0.0007747153951345516,0.0015714154162158188
2022_03_31_10_42_2022_03_31_10_22,3-5,mono-hem.,10-15,#009E73,30,0.036233450872710696,0.03295792664817912,0.0006578167227690322,0.0016576374207845114
2022_03_31_10_42_2022_03_31_10_22,3-5,mono-hem.,10-15,#009E73,35,0.03567905165526839,0.03188264762258639,0.0005858988777192528,0.0015472332154124484
2022_03_31_10_42_2022_03_31_10_22,3-5,mono-hem.,10-15,#009E73,40,0.03506972938449367,0.030669196655995167,0.0005945213243582584,0.0015950026869192922
2022_03_31_10_42_2022_03_31_10_22,3-5,mono-hem.,10-15,#009E73,45,0.03436476806906434,0.029315759463464885,0.0006134138476655929,0.0014187067083574836
2022_03_31_10_42_2022_03_31_10_22,3-5,mono-hem.,10-15,#009E73,50,0.03372939220180368,0.028094455327265632,0.000582131789827748,0.0012860793777767564
2022_03_31_10_42_2022_03_31_10_22,3-5,mono-hem.,10-15,#009E73,55,0.03343883053984217,0.027660123247050663,0.0005400746518492832,0.0010435757814030965
2022_03_31_10_42_2022_03_31_10_22,3-5,mono-hem.,10-15,#009E73,60,0.032955604367707246,0.0265457249728292,0.0005091871333125832,0.0013207365356838136
2022_03_31_10_42_2022_03_31_10_22,3-5,mono-hem.,10-15,#009E73,65,0.03241819917539055,0.0250994203402461,0.0003753075850506838,0.0008100535071269401
2022_03_31_10_42_2022_03_31_10_22,3-5,mono-hem.,10-15,#009E73,70,0.032079576064036414,0.024417268952021485,0.00046002595476936814,0.0009589023948537068
2022_03_31_10_42_2022_03_31_10_22,3-5,mono-hem.,10-15,#009E73,75,0.03159220195836888,0.023568125938802392,0.00044651337824374996,0.0010585825874110193
2022_03_31_10_42_2022_03_31_10_22,3-5,mono-hem.,10-15,#009E73,80,0.031115040760139514,0.02259304789899769,0.0003546343261945937,0.000794109275945465
2022_03_28_23_17_2022_03_28_22_57,3-5,mono-hem.,5-10,#009E73,10,0.05898732513607028,0.06079384609535681,0.0018065059775667087,0.002797791756614692
2022_03_28_23_17_2022_03_28_22_57,3-5,mono-hem.,5-10,#009E73,15,0.056289953301274495,0.05704411917916073,0.0015788432911915974,0.0024564226688670015
2022_03_28_23_17_2022_03_28_22_57,3-5,mono-hem.,5-10,#009E73,20,0.0540105117315488,0.05408159542775498,0.001339785053099045,0.0024842958677263483
2022_03_28_23_17_2022_03_28_22_57,3-5,mono-hem.,5-10,#009E73,25,0.05283774048918612,0.05186415769048543,0.0014434444536329677,0.0024508284255922463
2022_03_28_23_17_2022_03_28_22_57,3-5,mono-hem.,5-10,#009E73,30,0.05142307582663415,0.04971470905453862,0.0011083784191284081,0.0019786007012176435
2022_03_28_23_17_2022_03_28_22_57,3-5,mono-hem.,5-10,#009E73,35,0.05026312130755332,0.04782485463066166,0.0008953209358239952,0.001888124826255764
2022_03_28_23_17_2022_03_28_22_57,3-5,mono-hem.,5-10,#009E73,40,0.049095178446634066,0.045986821813349066,0.0010130959751822653,0.0017936613678131029
2022_03_28_23_17_2022_03_28_22_57,3-5,mono-hem.,5-10,#009E73,45,0.04808790122277279,0.04428657289820345,0.0010521841523957248,0.0018315258243663836
2022_03_28_23_17_2022_03_28_22_57,3-5,mono-hem.,5-10,#009E73,50,0.04742080905057085,0.043368772783344785,0.0009085924243100268,0.0017705826556074014
2022_03_28_23_17_2022_03_28_22_57,3-5,mono-hem.,5-10,#009E73,55,0.04659281368550549,0.04179372002137083,0.0007037582435698381,0.0015720432123049154
2022_03_28_23_17_2022_03_28_22_57,3-5,mono-hem.,5-10,#009E73,60,0.045903075438016014,0.04043864350052289,0.0007957251340798227,0.0013368060978032003
2022_03_28_23_17_2022_03_28_22_57,3-5,mono-hem.,5-10,#009E73,65,0.04513381136654705,0.03915313615565956,0.0008087685538353409,0.0015215788974040037
2022_03_28_23_17_2022_03_28_22_57,3-5,mono-hem.,5-10,#009E73,70,0.044581133986012385,0.03828722917442626,0.0006766597692850509,0.0014273601749361189
